# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    
1.016851E+00        -1.876881E-02        1.742677E-03        
1.015938E+00        -1.873360E-02        1.739517E-03        
1.015025E+00        -1.869845E-02        1.736363E-03        
1.014113E+00        -1.866337E-02        1.733214E-03        
1.013202E+00        -1.862835E-02        1.730071E-03        
1.012292E+00        -1.859339E-02        1.726933E-03        
1.011383E+00        -1.855850E-02        1.723801E-03        
1.010474E+00        -1.852367E-02        1.720675E-03        
1.009567E+00        -1.848890E-02        1.717554E-03        
1.008660E+00        -1.845419E-02        1.714439E-03        
1.007754E+00        -1.841955E-02        1.711330E-03        
1.006848E+00        -1.838497E-02        1.708226E-03        
1.005944E+00        -1.835046E-02        1.705128E-03        
1.005040E+00        -1.831600E-02        1.702035E-03        
1.004137E+00        -1.828161E-02        1.698948E-03        
1.003235E+00        -1.824728E-02        1.695866E-03        
1.002334E+00        -1.821301E-02        1.692790E-03        
1.001434E+00        -1.817881E-02        1.689720E-03        
1.000534E+00        -1.814466E-02        1.686655E-03        
9.996352E-01        -1.811058E-02        1.683595E-03        
9.987372E-01        -1.807656E-02        1.680541E-03        
9.978401E-01        -1.804260E-02        1.677492E-03        
9.969437E-01        -1.800871E-02        1.674449E-03        
9.960481E-01        -1.797487E-02        1.671412E-03        
9.951533E-01        -1.794110E-02        1.668380E-03        
9.942594E-01        -1.790738E-02        1.665353E-03        
9.933662E-01        -1.787373E-02        1.662332E-03        
9.924739E-01        -1.784014E-02        1.659316E-03        
9.915823E-01        -1.780661E-02        1.656305E-03        
9.906916E-01        -1.777314E-02        1.653300E-03        
9.898016E-01        -1.773973E-02        1.650300E-03        
9.889124E-01        -1.770638E-02        1.647306E-03        
9.880241E-01        -1.767309E-02        1.644317E-03        
9.871365E-01        -1.763987E-02        1.641334E-03        
9.862498E-01        -1.760670E-02        1.638356E-03        
9.853638E-01        -1.757359E-02        1.635383E-03        
9.844786E-01        -1.754054E-02        1.632415E-03        
9.835943E-01        -1.750756E-02        1.629453E-03        
9.827107E-01        -1.747463E-02        1.626496E-03        
9.818279E-01        -1.744176E-02        1.623545E-03        
9.809459E-01        -1.740895E-02        1.620599E-03        
9.800647E-01        -1.737620E-02        1.617658E-03        
9.791843E-01        -1.734351E-02        1.614722E-03        
9.783047E-01        -1.731088E-02        1.611792E-03        
9.774259E-01        -1.727831E-02        1.608866E-03        
9.765478E-01        -1.724579E-02        1.605947E-03        
9.756706E-01        -1.721334E-02        1.603032E-03        
9.747941E-01        -1.718094E-02        1.600123E-03        
9.739184E-01        -1.714861E-02        1.597218E-03        
9.730436E-01        -1.711633E-02        1.594319E-03        
9.721695E-01        -1.708411E-02        1.591426E-03        
9.712961E-01        -1.705195E-02        1.588537E-03        
9.704236E-01        -1.701985E-02        1.585654E-03        
9.695519E-01        -1.698780E-02        1.582776E-03        
9.686809E-01        -1.695581E-02        1.579902E-03        
9.678107E-01        -1.692389E-02        1.577035E-03        
9.669413E-01        -1.689201E-02        1.574172E-03        
9.660727E-01        -1.686020E-02        1.571314E-03        
9.652049E-01        -1.682845E-02        1.568462E-03        
9.643378E-01        -1.679675E-02        1.565615E-03        
9.634715E-01        -1.676511E-02        1.562772E-03        
9.626060E-01        -1.673352E-02        1.559935E-03        
9.617413E-01        -1.670200E-02        1.557103E-03        
9.608773E-01        -1.667053E-02        1.554276E-03        
9.600142E-01        -1.663912E-02        1.551454E-03        
9.591518E-01        -1.660776E-02        1.548638E-03        
9.582902E-01        -1.657646E-02        1.545826E-03        
9.574293E-01        -1.654522E-02        1.543019E-03        
9.565692E-01        -1.651404E-02        1.540218E-03        
9.557099E-01        -1.648291E-02        1.537421E-03        
9.548514E-01        -1.645183E-02        1.534629E-03        
9.539936E-01        -1.642082E-02        1.531843E-03        
9.531367E-01        -1.638986E-02        1.529061E-03        
9.522804E-01        -1.635896E-02        1.526285E-03        
9.514250E-01        -1.632811E-02        1.523513E-03        
9.505703E-01        -1.629732E-02        1.520746E-03        
9.497164E-01        -1.626658E-02        1.517985E-03        
9.488633E-01        -1.623590E-02        1.515228E-03        
9.480109E-01        -1.620528E-02        1.512476E-03        
9.471593E-01        -1.617471E-02        1.509729E-03        
9.463084E-01        -1.614419E-02        1.506988E-03        
9.454583E-01        -1.611373E-02        1.504251E-03        
9.446090E-01        -1.608333E-02        1.501518E-03        
9.437605E-01        -1.605298E-02        1.498791E-03        
9.429127E-01        -1.602269E-02        1.496069E-03        
9.420656E-01        -1.599245E-02        1.493352E-03        
9.412194E-01        -1.596227E-02        1.490639E-03        
9.403738E-01        -1.593214E-02        1.487932E-03        
9.395291E-01        -1.590207E-02        1.485229E-03        
9.386851E-01        -1.587205E-02        1.482531E-03        
9.378419E-01        -1.584208E-02        1.479838E-03        
9.369994E-01        -1.581217E-02        1.477150E-03        
9.361577E-01        -1.578231E-02        1.474466E-03        
9.353167E-01        -1.575251E-02        1.471788E-03        
9.344765E-01        -1.572276E-02        1.469114E-03        
9.336370E-01        -1.569307E-02        1.466445E-03        
9.327983E-01        -1.566343E-02        1.463781E-03        
9.319604E-01        -1.563384E-02        1.461122E-03        
9.311232E-01        -1.560431E-02        1.458467E-03        
9.302867E-01        -1.557483E-02        1.455817E-03        
9.294511E-01        -1.554540E-02        1.453172E-03        
9.286161E-01        -1.551603E-02        1.450532E-03        
9.277819E-01        -1.548671E-02        1.447896E-03        
9.269485E-01        -1.545744E-02        1.445265E-03        
9.261158E-01        -1.542823E-02        1.442639E-03        
9.252838E-01        -1.539907E-02        1.440018E-03        
9.244526E-01        -1.536996E-02        1.437401E-03        
9.236222E-01        -1.534090E-02        1.434789E-03        
9.227925E-01        -1.531190E-02        1.432182E-03        
9.219635E-01        -1.528295E-02        1.429579E-03        
9.211353E-01        -1.525405E-02        1.426981E-03        
9.203078E-01        -1.522521E-02        1.424388E-03        
9.194811E-01        -1.519642E-02        1.421799E-03        
9.186551E-01        -1.516768E-02        1.419215E-03        
9.178299E-01        -1.513899E-02        1.416636E-03        
9.170054E-01        -1.511035E-02        1.414061E-03        
9.161816E-01        -1.508177E-02        1.411491E-03        
9.153586E-01        -1.505323E-02        1.408925E-03        
9.145363E-01        -1.502475E-02        1.406364E-03        
9.137148E-01        -1.499632E-02        1.403808E-03        
9.128940E-01        -1.496795E-02        1.401256E-03        
9.120739E-01        -1.493962E-02        1.398709E-03        
9.112546E-01        -1.491135E-02        1.396167E-03        
9.104360E-01        -1.488312E-02        1.393629E-03        
9.096181E-01        -1.485495E-02        1.391095E-03        
9.088010E-01        -1.482683E-02        1.388566E-03        
9.079846E-01        -1.479876E-02        1.386042E-03        
9.071690E-01        -1.477074E-02        1.383522E-03        
9.063540E-01        -1.474277E-02        1.381007E-03        
9.055398E-01        -1.471485E-02        1.378496E-03        
9.047264E-01        -1.468699E-02        1.375990E-03        
9.039136E-01        -1.465917E-02        1.373488E-03        
9.031016E-01        -1.463140E-02        1.370991E-03        
9.022904E-01        -1.460369E-02        1.368498E-03        
9.014798E-01        -1.457602E-02        1.366010E-03        
9.006700E-01        -1.454841E-02        1.363526E-03        
8.998609E-01        -1.452084E-02        1.361046E-03        
8.990526E-01        -1.449333E-02        1.358571E-03        
8.982449E-01        -1.446586E-02        1.356101E-03        
8.974380E-01        -1.443845E-02        1.353635E-03        
8.966319E-01        -1.441108E-02        1.351173E-03        
8.958264E-01        -1.438376E-02        1.348716E-03        
8.950217E-01        -1.435650E-02        1.346263E-03        
8.942176E-01        -1.432928E-02        1.343815E-03        
8.934144E-01        -1.430211E-02        1.341371E-03        
8.926118E-01        -1.427500E-02        1.338931E-03        
8.918099E-01        -1.424793E-02        1.336496E-03        
8.910088E-01        -1.422091E-02        1.334065E-03        
8.902084E-01        -1.419393E-02        1.331638E-03        
8.894087E-01        -1.416701E-02        1.329216E-03        
8.886097E-01        -1.414014E-02        1.326798E-03        
8.878115E-01        -1.411331E-02        1.324385E-03        
8.870140E-01        -1.408654E-02        1.321976E-03        
8.862171E-01        -1.405981E-02        1.319571E-03        
8.854210E-01        -1.403313E-02        1.317171E-03        
8.846257E-01        -1.400650E-02        1.314774E-03        
8.838310E-01        -1.397992E-02        1.312383E-03        
8.830370E-01        -1.395339E-02        1.309995E-03        
8.822438E-01        -1.392690E-02        1.307612E-03        
8.814512E-01        -1.390046E-02        1.305233E-03        
8.806594E-01        -1.387407E-02        1.302858E-03        
8.798683E-01        -1.384773E-02        1.300487E-03        
8.790779E-01        -1.382144E-02        1.298121E-03        
8.782882E-01        -1.379519E-02        1.295759E-03        
8.774992E-01        -1.376899E-02        1.293401E-03        
8.767110E-01        -1.374284E-02        1.291048E-03        
8.759234E-01        -1.371674E-02        1.288699E-03        
8.751365E-01        -1.369068E-02        1.286354E-03        
8.743504E-01        -1.366468E-02        1.284013E-03        
8.735650E-01        -1.363871E-02        1.281676E-03        
8.727802E-01        -1.361280E-02        1.279344E-03        
8.719962E-01        -1.358693E-02        1.277015E-03        
8.712129E-01        -1.356111E-02        1.274691E-03        
8.704302E-01        -1.353534E-02        1.272371E-03        
8.696483E-01        -1.350961E-02        1.270056E-03        
8.688671E-01        -1.348393E-02        1.267744E-03        
8.680866E-01        -1.345830E-02        1.265437E-03        
8.673068E-01        -1.343271E-02        1.263133E-03        
8.665276E-01        -1.340717E-02        1.260834E-03        
8.657492E-01        -1.338168E-02        1.258539E-03        
8.649715E-01        -1.335623E-02        1.256248E-03        
8.641945E-01        -1.333083E-02        1.253961E-03        
8.634182E-01        -1.330547E-02        1.251679E-03        
8.626425E-01        -1.328016E-02        1.249400E-03        
8.618676E-01        -1.325490E-02        1.247125E-03        
8.610934E-01        -1.322968E-02        1.244855E-03        
8.603199E-01        -1.320451E-02        1.242589E-03        
8.595470E-01        -1.317938E-02        1.240326E-03        
8.587749E-01        -1.315430E-02        1.238068E-03        
8.580034E-01        -1.312927E-02        1.235814E-03        
8.572327E-01        -1.310428E-02        1.233564E-03        
8.564626E-01        -1.307933E-02        1.231318E-03        
8.556932E-01        -1.305443E-02        1.229076E-03        
8.549245E-01        -1.302958E-02        1.226838E-03        
8.541566E-01        -1.300477E-02        1.224604E-03        
8.533893E-01        -1.298001E-02        1.222374E-03        
8.526226E-01        -1.295529E-02        1.220148E-03        
8.518567E-01        -1.293062E-02        1.217926E-03        
8.510915E-01        -1.290599E-02        1.215708E-03        
8.503269E-01        -1.288140E-02        1.213494E-03        
8.495631E-01        -1.285686E-02        1.211283E-03        
8.487999E-01        -1.283237E-02        1.209077E-03        
8.480374E-01        -1.280792E-02        1.206875E-03        
8.472756E-01        -1.278351E-02        1.204677E-03        
8.465145E-01        -1.275915E-02        1.202483E-03        
8.457540E-01        -1.273483E-02        1.200293E-03        
8.449943E-01        -1.271056E-02        1.198106E-03        
8.442352E-01        -1.268633E-02        1.195924E-03        
8.434768E-01        -1.266215E-02        1.193745E-03        
8.427191E-01        -1.263801E-02        1.191571E-03        
8.419621E-01        -1.261391E-02        1.189400E-03        
8.412057E-01        -1.258986E-02        1.187233E-03        
8.404501E-01        -1.256585E-02        1.185070E-03        
8.396951E-01        -1.254188E-02        1.182911E-03        
8.389408E-01        -1.251796E-02        1.180756E-03        
8.381871E-01        -1.249408E-02        1.178605E-03        
8.374342E-01        -1.247024E-02        1.176457E-03        
8.366819E-01        -1.244645E-02        1.174314E-03        
8.359303E-01        -1.242270E-02        1.172174E-03        
8.351794E-01        -1.239899E-02        1.170038E-03        
8.344291E-01        -1.237533E-02        1.167906E-03        
8.336795E-01        -1.235171E-02        1.165778E-03        
8.329306E-01        -1.232813E-02        1.163653E-03        
8.321824E-01        -1.230460E-02        1.161533E-03        
8.314348E-01        -1.228111E-02        1.159416E-03        
8.306879E-01        -1.225766E-02        1.157303E-03        
8.299417E-01        -1.223425E-02        1.155194E-03        
8.291962E-01        -1.221089E-02        1.153088E-03        
8.284513E-01        -1.218757E-02        1.150987E-03        
8.277071E-01        -1.216429E-02        1.148889E-03        
8.269635E-01        -1.214105E-02        1.146795E-03        
8.262206E-01        -1.211786E-02        1.144704E-03        
8.254784E-01        -1.209471E-02        1.142618E-03        
8.247369E-01        -1.207160E-02        1.140535E-03        
8.239960E-01        -1.204853E-02        1.138456E-03        
8.232558E-01        -1.202550E-02        1.136380E-03        
8.225163E-01        -1.200252E-02        1.134309E-03        
8.217774E-01        -1.197958E-02        1.132241E-03        
8.210392E-01        -1.195668E-02        1.130177E-03        
8.203016E-01        -1.193382E-02        1.128116E-03        
8.195647E-01        -1.191100E-02        1.126059E-03        
8.188285E-01        -1.188823E-02        1.124006E-03        
8.180929E-01        -1.186549E-02        1.121957E-03        
8.173580E-01        -1.184280E-02        1.119911E-03        
8.166238E-01        -1.182015E-02        1.117869E-03        
8.158902E-01        -1.179754E-02        1.115830E-03        
8.151573E-01        -1.177497E-02        1.113796E-03        
8.144250E-01        -1.175244E-02        1.111765E-03        
8.136934E-01        -1.172995E-02        1.109737E-03        
8.129624E-01        -1.170750E-02        1.107713E-03        
8.122321E-01        -1.168510E-02        1.105693E-03        
8.115025E-01        -1.166273E-02        1.103677E-03        
8.107735E-01        -1.164041E-02        1.101664E-03        
8.100452E-01        -1.161812E-02        1.099654E-03        
8.093175E-01        -1.159588E-02        1.097649E-03        
8.085905E-01        -1.157368E-02        1.095646E-03        
8.078641E-01        -1.155151E-02        1.093648E-03        
8.071384E-01        -1.152939E-02        1.091653E-03        
8.064133E-01        -1.150731E-02        1.089662E-03        
8.056889E-01        -1.148527E-02        1.087674E-03        
8.049652E-01        -1.146327E-02        1.085689E-03        
8.042420E-01        -1.144130E-02        1.083709E-03        
8.035196E-01        -1.141938E-02        1.081732E-03        
8.027978E-01        -1.139750E-02        1.079758E-03        
8.020766E-01        -1.137566E-02        1.077788E-03        
8.013561E-01        -1.135386E-02        1.075822E-03        
8.006362E-01        -1.133209E-02        1.073859E-03        
7.999170E-01        -1.131037E-02        1.071899E-03        
7.991984E-01        -1.128869E-02        1.069943E-03        
7.984805E-01        -1.126704E-02        1.067991E-03        
7.977632E-01        -1.124544E-02        1.066042E-03        
7.970465E-01        -1.122387E-02        1.064097E-03        
7.963305E-01        -1.120235E-02        1.062155E-03        
7.956152E-01        -1.118086E-02        1.060216E-03        
7.949005E-01        -1.115941E-02        1.058281E-03        
7.941864E-01        -1.113800E-02        1.056350E-03        
7.934730E-01        -1.111663E-02        1.054422E-03        
7.927602E-01        -1.109530E-02        1.052497E-03        
7.920480E-01        -1.107401E-02        1.050576E-03        
7.913365E-01        -1.105276E-02        1.048659E-03        
7.906257E-01        -1.103154E-02        1.046744E-03        
7.899154E-01        -1.101036E-02        1.044834E-03        
7.892058E-01        -1.098923E-02        1.042926E-03        
7.884969E-01        -1.096813E-02        1.041022E-03        
7.877886E-01        -1.094707E-02        1.039122E-03        
7.870809E-01        -1.092604E-02        1.037225E-03        
7.863738E-01        -1.090506E-02        1.035331E-03        
7.856674E-01        -1.088411E-02        1.033441E-03        
7.849616E-01        -1.086321E-02        1.031554E-03        
7.842565E-01        -1.084234E-02        1.029670E-03        
7.835520E-01        -1.082150E-02        1.027790E-03        
7.828481E-01        -1.080071E-02        1.025914E-03        
7.821449E-01        -1.077995E-02        1.024040E-03        
7.814422E-01        -1.075924E-02        1.022170E-03        
7.807403E-01        -1.073856E-02        1.020303E-03        
7.800389E-01        -1.071791E-02        1.018440E-03        
7.793382E-01        -1.069731E-02        1.016580E-03        
7.786381E-01        -1.067674E-02        1.014724E-03        
7.779386E-01        -1.065621E-02        1.012870E-03        
7.772398E-01        -1.063572E-02        1.011020E-03        
7.765416E-01        -1.061526E-02        1.009174E-03        
7.758440E-01        -1.059484E-02        1.007330E-03        
7.751471E-01        -1.057446E-02        1.005490E-03        
7.744507E-01        -1.055412E-02        1.003653E-03        
7.737550E-01        -1.053381E-02        1.001820E-03        
7.730600E-01        -1.051354E-02        9.999899E-04        
7.723655E-01        -1.049331E-02        9.981630E-04        
7.716717E-01        -1.047311E-02        9.963394E-04        
7.709785E-01        -1.045295E-02        9.945191E-04        
7.702859E-01        -1.043283E-02        9.927021E-04        
7.695939E-01        -1.041274E-02        9.908883E-04        
7.689026E-01        -1.039269E-02        9.890777E-04        
7.682119E-01        -1.037268E-02        9.872705E-04        
7.675218E-01        -1.035270E-02        9.854664E-04        
7.668323E-01        -1.033276E-02        9.836656E-04        
7.661434E-01        -1.031286E-02        9.818681E-04        
7.654552E-01        -1.029299E-02        9.800737E-04        
7.647676E-01        -1.027316E-02        9.782826E-04        
7.640806E-01        -1.025336E-02        9.764947E-04        
7.633942E-01        -1.023360E-02        9.747100E-04        
7.627084E-01        -1.021388E-02        9.729285E-04        
7.620233E-01        -1.019419E-02        9.711502E-04        
7.613387E-01        -1.017454E-02        9.693751E-04        
7.606548E-01        -1.015493E-02        9.676031E-04        
7.599715E-01        -1.013535E-02        9.658344E-04        
7.592888E-01        -1.011580E-02        9.640688E-04        
7.586067E-01        -1.009629E-02        9.623064E-04        
7.579253E-01        -1.007682E-02        9.605472E-04        
7.572444E-01        -1.005738E-02        9.587911E-04        
7.565642E-01        -1.003798E-02        9.570382E-04        
7.558845E-01        -1.001861E-02        9.552884E-04        
7.552055E-01        -9.999281E-03        9.535417E-04        
7.545271E-01        -9.979985E-03        9.517982E-04        
7.538493E-01        -9.960724E-03        9.500578E-04        
7.531721E-01        -9.941497E-03        9.483206E-04        
7.524955E-01        -9.922306E-03        9.465864E-04        
7.518195E-01        -9.903150E-03        9.448554E-04        
7.511442E-01        -9.884029E-03        9.431274E-04        
7.504694E-01        -9.864943E-03        9.414026E-04        
7.497952E-01        -9.845891E-03        9.396809E-04        
7.491217E-01        -9.826875E-03        9.379622E-04        
7.484487E-01        -9.807893E-03        9.362467E-04        
7.477764E-01        -9.788945E-03        9.345342E-04        
7.471046E-01        -9.770032E-03        9.328248E-04        
7.464335E-01        -9.751154E-03        9.311184E-04        
7.457630E-01        -9.732310E-03        9.294152E-04        
7.450930E-01        -9.713500E-03        9.277149E-04        
7.444237E-01        -9.694724E-03        9.260178E-04        
7.437550E-01        -9.675983E-03        9.243236E-04        
7.430869E-01        -9.657276E-03        9.226325E-04        
7.424193E-01        -9.638603E-03        9.209445E-04        
7.417524E-01        -9.619965E-03        9.192595E-04        
7.410861E-01        -9.601360E-03        9.175775E-04        
7.404203E-01        -9.582789E-03        9.158985E-04        
7.397552E-01        -9.564252E-03        9.142225E-04        
7.390907E-01        -9.545748E-03        9.125495E-04        
7.384267E-01        -9.527279E-03        9.108796E-04        
7.377634E-01        -9.508843E-03        9.092126E-04        
7.371007E-01        -9.490441E-03        9.075486E-04        
7.364385E-01        -9.472072E-03        9.058876E-04        
7.357770E-01        -9.453737E-03        9.042296E-04        
7.351160E-01        -9.435435E-03        9.025746E-04        
7.344556E-01        -9.417167E-03        9.009225E-04        
7.337959E-01        -9.398932E-03        8.992734E-04        
7.331367E-01        -9.380730E-03        8.976273E-04        
7.324781E-01        -9.362562E-03        8.959841E-04        
7.318201E-01        -9.344427E-03        8.943438E-04        
7.311627E-01        -9.326324E-03        8.927065E-04        
7.305059E-01        -9.308255E-03        8.910722E-04        
7.298496E-01        -9.290219E-03        8.894408E-04        
7.291940E-01        -9.272215E-03        8.878123E-04        
7.285390E-01        -9.254245E-03        8.861867E-04        
7.278845E-01        -9.236307E-03        8.845640E-04        
7.272306E-01        -9.218402E-03        8.829442E-04        
7.265774E-01        -9.200530E-03        8.813274E-04        
7.259247E-01        -9.182690E-03        8.797135E-04        
7.252725E-01        -9.164883E-03        8.781024E-04        
7.246210E-01        -9.147108E-03        8.764942E-04        
7.239701E-01        -9.129366E-03        8.748890E-04        
7.233197E-01        -9.111656E-03        8.732866E-04        
7.226700E-01        -9.093978E-03        8.716870E-04        
7.220208E-01        -9.076333E-03        8.700904E-04        
7.213722E-01        -9.058720E-03        8.684966E-04        
7.207242E-01        -9.041139E-03        8.669057E-04        
7.200767E-01        -9.023590E-03        8.653176E-04        
7.194299E-01        -9.006074E-03        8.637324E-04        
7.187836E-01        -8.988589E-03        8.621500E-04        
7.181379E-01        -8.971136E-03        8.605704E-04        
7.174928E-01        -8.953715E-03        8.589937E-04        
7.168482E-01        -8.936326E-03        8.574198E-04        
7.162043E-01        -8.918968E-03        8.558488E-04        
7.155609E-01        -8.901642E-03        8.542805E-04        
7.149181E-01        -8.884348E-03        8.527151E-04        
7.142759E-01        -8.867086E-03        8.511525E-04        
7.136342E-01        -8.849855E-03        8.495927E-04        
7.129932E-01        -8.832655E-03        8.480357E-04        
7.123527E-01        -8.815487E-03        8.464814E-04        
7.117128E-01        -8.798350E-03        8.449300E-04        
7.110734E-01        -8.781244E-03        8.433814E-04        
7.104346E-01        -8.764170E-03        8.418355E-04        
7.097965E-01        -8.747127E-03        8.402924E-04        
7.091588E-01        -8.730115E-03        8.387520E-04        
7.085218E-01        -8.713134E-03        8.372145E-04        
7.078853E-01        -8.696184E-03        8.356797E-04        
7.072494E-01        -8.679265E-03        8.341476E-04        
7.066141E-01        -8.662377E-03        8.326183E-04        
7.059793E-01        -8.645520E-03        8.310917E-04        
7.053451E-01        -8.628694E-03        8.295679E-04        
7.047115E-01        -8.611898E-03        8.280468E-04        
7.040784E-01        -8.595133E-03        8.265284E-04        
7.034459E-01        -8.578399E-03        8.250128E-04        
7.028140E-01        -8.561695E-03        8.234998E-04        
7.021827E-01        -8.545022E-03        8.219896E-04        
7.015519E-01        -8.528379E-03        8.204821E-04        
7.009217E-01        -8.511767E-03        8.189773E-04        
7.002920E-01        -8.495185E-03        8.174752E-04        
6.996630E-01        -8.478633E-03        8.159758E-04        
6.990344E-01        -8.462111E-03        8.144791E-04        
6.984065E-01        -8.445620E-03        8.129851E-04        
6.977791E-01        -8.429159E-03        8.114937E-04        
6.971523E-01        -8.412728E-03        8.100050E-04        
6.965260E-01        -8.396327E-03        8.085190E-04        
6.959003E-01        -8.379956E-03        8.070357E-04        
6.952752E-01        -8.363615E-03        8.055550E-04        
6.946506E-01        -8.347304E-03        8.040770E-04        
6.940266E-01        -8.331022E-03        8.026016E-04        
6.934031E-01        -8.314770E-03        8.011289E-04        
6.927802E-01        -8.298549E-03        7.996588E-04        
6.921579E-01        -8.282356E-03        7.981913E-04        
6.915361E-01        -8.266193E-03        7.967265E-04        
6.909149E-01        -8.250060E-03        7.952643E-04        
6.902942E-01        -8.233957E-03        7.938047E-04        
6.896741E-01        -8.217882E-03        7.923478E-04        
6.890546E-01        -8.201838E-03        7.908934E-04        
6.884356E-01        -8.185822E-03        7.894417E-04        
6.878172E-01        -8.169836E-03        7.879926E-04        
6.871993E-01        -8.153879E-03        7.865461E-04        
6.865820E-01        -8.137951E-03        7.851021E-04        
6.859652E-01        -8.122053E-03        7.836608E-04        
6.853490E-01        -8.106183E-03        7.822220E-04        
6.847333E-01        -8.090342E-03        7.807858E-04        
6.841182E-01        -8.074531E-03        7.793522E-04        
6.835037E-01        -8.058748E-03        7.779212E-04        
6.828897E-01        -8.042994E-03        7.764927E-04        
6.822762E-01        -8.027269E-03        7.750668E-04        
6.816633E-01        -8.011573E-03        7.736435E-04        
6.810510E-01        -7.995906E-03        7.722227E-04        
6.804392E-01        -7.980267E-03        7.708044E-04        
6.798279E-01        -7.964657E-03        7.693887E-04        
6.792172E-01        -7.949075E-03        7.679756E-04        
6.786071E-01        -7.933522E-03        7.665649E-04        
6.779975E-01        -7.917997E-03        7.651568E-04        
6.773884E-01        -7.902501E-03        7.637513E-04        
6.767799E-01        -7.887033E-03        7.623482E-04        
6.761719E-01        -7.871593E-03        7.609477E-04        
6.755645E-01        -7.856182E-03        7.595496E-04        
6.749576E-01        -7.840799E-03        7.581541E-04        
6.743513E-01        -7.825443E-03        7.567611E-04        
6.737455E-01        -7.810117E-03        7.553706E-04        
6.731403E-01        -7.794818E-03        7.539825E-04        
6.725356E-01        -7.779547E-03        7.525970E-04        
6.719315E-01        -7.764304E-03        7.512139E-04        
6.713279E-01        -7.749089E-03        7.498334E-04        
6.707248E-01        -7.733902E-03        7.484553E-04        
6.701223E-01        -7.718742E-03        7.470796E-04        
6.695203E-01        -7.703611E-03        7.457065E-04        
6.689188E-01        -7.688507E-03        7.443358E-04        
6.683179E-01        -7.673430E-03        7.429675E-04        
6.677176E-01        -7.658382E-03        7.416018E-04        
6.671178E-01        -7.643361E-03        7.402384E-04        
6.665185E-01        -7.628367E-03        7.388775E-04        
6.659197E-01        -7.613401E-03        7.375191E-04        
6.653215E-01        -7.598462E-03        7.361630E-04        
6.647239E-01        -7.583551E-03        7.348095E-04        
6.641267E-01        -7.568667E-03        7.334583E-04        
6.635301E-01        -7.553810E-03        7.321096E-04        
6.629341E-01        -7.538980E-03        7.307632E-04        
6.623385E-01        -7.524178E-03        7.294193E-04        
6.617436E-01        -7.509403E-03        7.280778E-04        
6.611491E-01        -7.494654E-03        7.267387E-04        
6.605552E-01        -7.479933E-03        7.254021E-04        
6.599618E-01        -7.465239E-03        7.240678E-04        
6.593689E-01        -7.450571E-03        7.227359E-04        
6.587766E-01        -7.435931E-03        7.214063E-04        
6.581848E-01        -7.421317E-03        7.200792E-04        
6.575936E-01        -7.406730E-03        7.187545E-04        
6.570028E-01        -7.392170E-03        7.174321E-04        
6.564126E-01        -7.377636E-03        7.161121E-04        
6.558230E-01        -7.363130E-03        7.147944E-04        
6.552338E-01        -7.348649E-03        7.134792E-04        
6.546452E-01        -7.334196E-03        7.121663E-04        
6.540572E-01        -7.319768E-03        7.108557E-04        
6.534696E-01        -7.305367E-03        7.095475E-04        
6.528826E-01        -7.290993E-03        7.082416E-04        
6.522961E-01        -7.276645E-03        7.069381E-04        
6.517101E-01        -7.262323E-03        7.056369E-04        
6.511247E-01        -7.248028E-03        7.043380E-04        
6.505398E-01        -7.233758E-03        7.030415E-04        
6.499554E-01        -7.219515E-03        7.017473E-04        
6.493715E-01        -7.205298E-03        7.004554E-04        
6.487882E-01        -7.191107E-03        6.991658E-04        
6.482054E-01        -7.176942E-03        6.978786E-04        
6.476231E-01        -7.162803E-03        6.965936E-04        
6.470413E-01        -7.148690E-03        6.953110E-04        
6.464600E-01        -7.134603E-03        6.940306E-04        
6.458793E-01        -7.120541E-03        6.927526E-04        
6.452991E-01        -7.106506E-03        6.914768E-04        
6.447194E-01        -7.092496E-03        6.902033E-04        
6.441403E-01        -7.078512E-03        6.889321E-04        
6.435616E-01        -7.064553E-03        6.876632E-04        
6.429835E-01        -7.050620E-03        6.863966E-04        
6.424059E-01        -7.036713E-03        6.851322E-04        
6.418288E-01        -7.022831E-03        6.838701E-04        
6.412523E-01        -7.008974E-03        6.826103E-04        
6.406762E-01        -6.995143E-03        6.813527E-04        
6.401007E-01        -6.981338E-03        6.800973E-04        
6.395257E-01        -6.967558E-03        6.788443E-04        
6.389512E-01        -6.953803E-03        6.775934E-04        
6.383772E-01        -6.940073E-03        6.763448E-04        
6.378037E-01        -6.926368E-03        6.750985E-04        
6.372308E-01        -6.912689E-03        6.738544E-04        
6.366583E-01        -6.899035E-03        6.726125E-04        
6.360864E-01        -6.885405E-03        6.713728E-04        
6.355150E-01        -6.871801E-03        6.701354E-04        
6.349441E-01        -6.858222E-03        6.689002E-04        
6.343737E-01        -6.844667E-03        6.676671E-04        
6.338039E-01        -6.831138E-03        6.664363E-04        
6.332345E-01        -6.817633E-03        6.652077E-04        
6.326657E-01        -6.804153E-03        6.639814E-04        
6.320973E-01        -6.790698E-03        6.627572E-04        
6.315295E-01        -6.777268E-03        6.615352E-04        
6.309622E-01        -6.763862E-03        6.603153E-04        
6.303954E-01        -6.750481E-03        6.590977E-04        
6.298291E-01        -6.737124E-03        6.578823E-04        
6.292633E-01        -6.723792E-03        6.566690E-04        
