# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    
2.495444E+01        -1.189795E+01        1.059719E+00        
2.493202E+01        -1.187658E+01        1.057816E+00        
2.490962E+01        -1.185525E+01        1.055916E+00        
2.488725E+01        -1.183395E+01        1.054020E+00        
2.486489E+01        -1.181270E+01        1.052127E+00        
2.484255E+01        -1.179148E+01        1.050238E+00        
2.482024E+01        -1.177030E+01        1.048352E+00        
2.479794E+01        -1.174916E+01        1.046469E+00        
2.477566E+01        -1.172806E+01        1.044590E+00        
2.475341E+01        -1.170700E+01        1.042714E+00        
2.473117E+01        -1.168597E+01        1.040841E+00        
2.470895E+01        -1.166498E+01        1.038972E+00        
2.468676E+01        -1.164403E+01        1.037106E+00        
2.466458E+01        -1.162311E+01        1.035244E+00        
2.464242E+01        -1.160224E+01        1.033385E+00        
2.462029E+01        -1.158140E+01        1.031529E+00        
2.459817E+01        -1.156060E+01        1.029676E+00        
2.457607E+01        -1.153983E+01        1.027827E+00        
2.455400E+01        -1.151911E+01        1.025981E+00        
2.453194E+01        -1.149842E+01        1.024139E+00        
2.450990E+01        -1.147777E+01        1.022300E+00        
2.448789E+01        -1.145715E+01        1.020464E+00        
2.446589E+01        -1.143657E+01        1.018631E+00        
2.444391E+01        -1.141603E+01        1.016802E+00        
2.442195E+01        -1.139553E+01        1.014976E+00        
2.440001E+01        -1.137506E+01        1.013153E+00        
2.437809E+01        -1.135463E+01        1.011334E+00        
2.435619E+01        -1.133423E+01        1.009517E+00        
2.433431E+01        -1.131388E+01        1.007704E+00        
2.431245E+01        -1.129355E+01        1.005895E+00        
2.429061E+01        -1.127327E+01        1.004088E+00        
2.426879E+01        -1.125302E+01        1.002285E+00        
2.424699E+01        -1.123281E+01        1.000485E+00        
2.422521E+01        -1.121264E+01        9.986884E-01        
2.420345E+01        -1.119250E+01        9.968949E-01        
2.418171E+01        -1.117239E+01        9.951046E-01        
2.415998E+01        -1.115233E+01        9.933175E-01        
2.413828E+01        -1.113230E+01        9.915337E-01        
2.411660E+01        -1.111230E+01        9.897530E-01        
2.409493E+01        -1.109234E+01        9.879756E-01        
2.407329E+01        -1.107242E+01        9.862013E-01        
2.405166E+01        -1.105253E+01        9.844302E-01        
2.403006E+01        -1.103268E+01        9.826623E-01        
2.400847E+01        -1.101286E+01        9.808976E-01        
2.398690E+01        -1.099308E+01        9.791361E-01        
2.396535E+01        -1.097334E+01        9.773777E-01        
2.394383E+01        -1.095363E+01        9.756224E-01        
2.392232E+01        -1.093395E+01        9.738704E-01        
2.390083E+01        -1.091432E+01        9.721214E-01        
2.387936E+01        -1.089471E+01        9.703756E-01        
2.385791E+01        -1.087514E+01        9.686330E-01        
2.383647E+01        -1.085561E+01        9.668935E-01        
2.381506E+01        -1.083611E+01        9.651571E-01        
2.379367E+01        -1.081665E+01        9.634238E-01        
2.377229E+01        -1.079722E+01        9.616936E-01        
2.375094E+01        -1.077783E+01        9.599665E-01        
2.372960E+01        -1.075847E+01        9.582426E-01        
2.370829E+01        -1.073915E+01        9.565217E-01        
2.368699E+01        -1.071986E+01        9.548039E-01        
2.366571E+01        -1.070060E+01        9.530892E-01        
2.364445E+01        -1.068138E+01        9.513776E-01        
2.362321E+01        -1.066220E+01        9.496691E-01        
2.360199E+01        -1.064305E+01        9.479636E-01        
2.358079E+01        -1.062393E+01        9.462612E-01        
2.355960E+01        -1.060485E+01        9.445619E-01        
2.353844E+01        -1.058580E+01        9.428656E-01        
2.351730E+01        -1.056679E+01        9.411723E-01        
2.349617E+01        -1.054781E+01        9.394821E-01        
2.347506E+01        -1.052887E+01        9.377949E-01        
2.345397E+01        -1.050995E+01        9.361108E-01        
2.343291E+01        -1.049108E+01        9.344297E-01        
2.341186E+01        -1.047223E+01        9.327516E-01        
2.339082E+01        -1.045342E+01        9.310765E-01        
2.336981E+01        -1.043465E+01        9.294044E-01        
2.334882E+01        -1.041591E+01        9.277353E-01        
2.332784E+01        -1.039720E+01        9.260692E-01        
2.330689E+01        -1.037852E+01        9.244061E-01        
2.328595E+01        -1.035988E+01        9.227460E-01        
2.326503E+01        -1.034127E+01        9.210889E-01        
2.324413E+01        -1.032270E+01        9.194348E-01        
2.322325E+01        -1.030416E+01        9.177836E-01        
2.320239E+01        -1.028565E+01        9.161354E-01        
2.318155E+01        -1.026718E+01        9.144901E-01        
2.316072E+01        -1.024874E+01        9.128479E-01        
2.313992E+01        -1.023033E+01        9.112085E-01        
2.311913E+01        -1.021195E+01        9.095721E-01        
2.309836E+01        -1.019361E+01        9.079386E-01        
2.307761E+01        -1.017530E+01        9.063081E-01        
2.305688E+01        -1.015702E+01        9.046805E-01        
2.303617E+01        -1.013878E+01        9.030558E-01        
2.301548E+01        -1.012057E+01        9.014341E-01        
2.299480E+01        -1.010239E+01        8.998152E-01        
2.297414E+01        -1.008425E+01        8.981993E-01        
2.295351E+01        -1.006613E+01        8.965862E-01        
2.293289E+01        -1.004805E+01        8.949761E-01        
2.291229E+01        -1.003001E+01        8.933689E-01        
2.289170E+01        -1.001199E+01        8.917645E-01        
2.287114E+01        -9.994008E+00        8.901630E-01        
2.285059E+01        -9.976057E+00        8.885644E-01        
2.283007E+01        -9.958139E+00        8.869687E-01        
2.280956E+01        -9.940253E+00        8.853758E-01        
2.278907E+01        -9.922399E+00        8.837858E-01        
2.276860E+01        -9.904577E+00        8.821986E-01        
2.274814E+01        -9.886786E+00        8.806143E-01        
2.272771E+01        -9.869028E+00        8.790329E-01        
2.270729E+01        -9.851302E+00        8.774542E-01        
2.268689E+01        -9.833608E+00        8.758785E-01        
2.266651E+01        -9.815945E+00        8.743055E-01        
2.264615E+01        -9.798314E+00        8.727354E-01        
2.262581E+01        -9.780715E+00        8.711681E-01        
2.260548E+01        -9.763147E+00        8.696036E-01        
2.258518E+01        -9.745611E+00        8.680419E-01        
2.256489E+01        -9.728107E+00        8.664830E-01        
2.254462E+01        -9.710633E+00        8.649269E-01        
2.252436E+01        -9.693192E+00        8.633736E-01        
2.250413E+01        -9.675781E+00        8.618231E-01        
2.248391E+01        -9.658402E+00        8.602754E-01        
2.246372E+01        -9.641054E+00        8.587305E-01        
2.244354E+01        -9.623737E+00        8.571883E-01        
2.242338E+01        -9.606451E+00        8.556489E-01        
2.240323E+01        -9.589197E+00        8.541123E-01        
2.238311E+01        -9.571973E+00        8.525784E-01        
2.236300E+01        -9.554780E+00        8.510473E-01        
2.234291E+01        -9.537618E+00        8.495190E-01        
2.232284E+01        -9.520487E+00        8.479933E-01        
2.230279E+01        -9.503387E+00        8.464705E-01        
2.228275E+01        -9.486317E+00        8.449503E-01        
2.226274E+01        -9.469278E+00        8.434329E-01        
2.224274E+01        -9.452270E+00        8.419182E-01        
2.222276E+01        -9.435292E+00        8.404063E-01        
2.220279E+01        -9.418345E+00        8.388970E-01        
2.218285E+01        -9.401428E+00        8.373905E-01        
2.216292E+01        -9.384542E+00        8.358866E-01        
2.214301E+01        -9.367685E+00        8.343855E-01        
2.212312E+01        -9.350859E+00        8.328870E-01        
2.210325E+01        -9.334064E+00        8.313913E-01        
2.208339E+01        -9.317298E+00        8.298982E-01        
2.206355E+01        -9.300563E+00        8.284079E-01        
2.204373E+01        -9.283857E+00        8.269201E-01        
2.202393E+01        -9.267182E+00        8.254351E-01        
2.200415E+01        -9.250537E+00        8.239527E-01        
2.198438E+01        -9.233921E+00        8.224730E-01        
2.196463E+01        -9.217336E+00        8.209960E-01        
2.194490E+01        -9.200780E+00        8.195216E-01        
2.192519E+01        -9.184253E+00        8.180499E-01        
2.190549E+01        -9.167757E+00        8.165807E-01        
2.188581E+01        -9.151290E+00        8.151143E-01        
2.186615E+01        -9.134853E+00        8.136504E-01        
2.184651E+01        -9.118445E+00        8.121892E-01        
2.182688E+01        -9.102068E+00        8.107310E-01        
2.180728E+01        -9.085718E+00        8.092747E-01        
2.178769E+01        -9.069398E+00        8.078214E-01        
2.176811E+01        -9.053108E+00        8.063706E-01        
2.174856E+01        -9.036847E+00        8.049225E-01        
2.172902E+01        -9.020615E+00        8.034770E-01        
2.170950E+01        -9.004413E+00        8.020340E-01        
2.169000E+01        -8.988239E+00        8.005937E-01        
2.167052E+01        -8.972095E+00        7.991559E-01        
2.165105E+01        -8.955979E+00        7.977208E-01        
2.163160E+01        -8.939893E+00        7.962882E-01        
2.161217E+01        -8.923835E+00        7.948581E-01        
2.159275E+01        -8.907806E+00        7.934307E-01        
2.157336E+01        -8.891806E+00        7.920058E-01        
2.155398E+01        -8.875835E+00        7.905834E-01        
2.153461E+01        -8.859892E+00        7.891637E-01        
2.151527E+01        -8.843978E+00        7.877464E-01        
2.149594E+01        -8.828093E+00        7.863318E-01        
2.147663E+01        -8.812236E+00        7.849196E-01        
2.145734E+01        -8.796408E+00        7.835100E-01        
2.143806E+01        -8.780608E+00        7.821029E-01        
2.141881E+01        -8.764836E+00        7.806984E-01        
2.139956E+01        -8.749093E+00        7.792963E-01        
2.138034E+01        -8.733378E+00        7.778968E-01        
2.136113E+01        -8.717691E+00        7.764998E-01        
2.134195E+01        -8.702032E+00        7.751053E-01        
2.132277E+01        -8.686402E+00        7.737134E-01        
2.130362E+01        -8.670800E+00        7.723239E-01        
2.128448E+01        -8.655225E+00        7.709369E-01        
2.126536E+01        -8.639679E+00        7.695524E-01        
2.124626E+01        -8.624160E+00        7.681704E-01        
2.122717E+01        -8.608670E+00        7.667909E-01        
2.120810E+01        -8.593207E+00        7.654138E-01        
2.118905E+01        -8.577772E+00        7.640392E-01        
2.117002E+01        -8.562364E+00        7.626671E-01        
2.115100E+01        -8.546985E+00        7.612975E-01        
2.113200E+01        -8.531633E+00        7.599303E-01        
2.111302E+01        -8.516308E+00        7.585655E-01        
2.109405E+01        -8.501011E+00        7.572033E-01        
2.107510E+01        -8.485742E+00        7.558434E-01        
2.105617E+01        -8.470500E+00        7.544860E-01        
2.103725E+01        -8.455285E+00        7.531311E-01        
2.101836E+01        -8.440098E+00        7.517786E-01        
2.099948E+01        -8.424938E+00        7.504285E-01        
2.098061E+01        -8.409805E+00        7.490808E-01        
2.096176E+01        -8.394699E+00        7.477355E-01        
2.094293E+01        -8.379620E+00        7.463927E-01        
2.092412E+01        -8.364569E+00        7.450523E-01        
2.090532E+01        -8.349545E+00        7.437143E-01        
2.088654E+01        -8.334547E+00        7.423787E-01        
2.086778E+01        -8.319577E+00        7.410455E-01        
2.084904E+01        -8.304633E+00        7.397146E-01        
