# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      
1.845273E-01        -9.377515E-06        1.346016E-06        
1.843615E-01        -9.335502E-06        1.340071E-06        
1.841959E-01        -9.293660E-06        1.334149E-06        
1.840305E-01        -9.251987E-06        1.328249E-06        
1.838651E-01        -9.210482E-06        1.322371E-06        
1.837000E-01        -9.169146E-06        1.316516E-06        
1.835350E-01        -9.127977E-06        1.310683E-06        
1.833701E-01        -9.086975E-06        1.304872E-06        
1.832054E-01        -9.046139E-06        1.299083E-06        
1.830408E-01        -9.005468E-06        1.293316E-06        
1.828763E-01        -8.964963E-06        1.287572E-06        
1.827121E-01        -8.924622E-06        1.281849E-06        
1.825479E-01        -8.884445E-06        1.276148E-06        
1.823839E-01        -8.844431E-06        1.270469E-06        
1.822201E-01        -8.804580E-06        1.264811E-06        
1.820564E-01        -8.764891E-06        1.259175E-06        
1.818929E-01        -8.725363E-06        1.253561E-06        
1.817295E-01        -8.685996E-06        1.247968E-06        
1.815662E-01        -8.646789E-06        1.242397E-06        
1.814031E-01        -8.607742E-06        1.236847E-06        
1.812402E-01        -8.568855E-06        1.231318E-06        
1.810774E-01        -8.530125E-06        1.225810E-06        
1.809147E-01        -8.491554E-06        1.220324E-06        
1.807522E-01        -8.453140E-06        1.214859E-06        
1.805898E-01        -8.414883E-06        1.209414E-06        
1.804276E-01        -8.376782E-06        1.203991E-06        
1.802655E-01        -8.338837E-06        1.198588E-06        
1.801036E-01        -8.301047E-06        1.193207E-06        
1.799418E-01        -8.263411E-06        1.187846E-06        
1.797801E-01        -8.225930E-06        1.182505E-06        
1.796186E-01        -8.188602E-06        1.177186E-06        
1.794573E-01        -8.151426E-06        1.171887E-06        
1.792961E-01        -8.114403E-06        1.166608E-06        
1.791350E-01        -8.077532E-06        1.161350E-06        
1.789741E-01        -8.040812E-06        1.156112E-06        
1.788133E-01        -8.004242E-06        1.150894E-06        
1.786527E-01        -7.967823E-06        1.145697E-06        
1.784922E-01        -7.931553E-06        1.140520E-06        
1.783318E-01        -7.895432E-06        1.135363E-06        
1.781716E-01        -7.859459E-06        1.130226E-06        
1.780116E-01        -7.823635E-06        1.125109E-06        
1.778517E-01        -7.787958E-06        1.120011E-06        
1.776919E-01        -7.752427E-06        1.114934E-06        
1.775323E-01        -7.717043E-06        1.109876E-06        
1.773728E-01        -7.681804E-06        1.104838E-06        
1.772135E-01        -7.646711E-06        1.099820E-06        
1.770543E-01        -7.611762E-06        1.094821E-06        
1.768952E-01        -7.576958E-06        1.089842E-06        
1.767363E-01        -7.542297E-06        1.084882E-06        
1.765776E-01        -7.507779E-06        1.079942E-06        
1.764189E-01        -7.473404E-06        1.075021E-06        
1.762605E-01        -7.439170E-06        1.070119E-06        
1.761021E-01        -7.405078E-06        1.065236E-06        
1.759439E-01        -7.371127E-06        1.060373E-06        
1.757859E-01        -7.337317E-06        1.055528E-06        
1.756280E-01        -7.303646E-06        1.050703E-06        
1.754702E-01        -7.270115E-06        1.045896E-06        
1.753126E-01        -7.236723E-06        1.041109E-06        
1.751551E-01        -7.203469E-06        1.036340E-06        
1.749977E-01        -7.170353E-06        1.031590E-06        
1.748405E-01        -7.137375E-06        1.026858E-06        
1.746835E-01        -7.104533E-06        1.022146E-06        
1.745265E-01        -7.071827E-06        1.017451E-06        
1.743698E-01        -7.039258E-06        1.012776E-06        
1.742131E-01        -7.006823E-06        1.008119E-06        
1.740566E-01        -6.974524E-06        1.003480E-06        
1.739003E-01        -6.942359E-06        9.988595E-07        
1.737440E-01        -6.910327E-06        9.942573E-07        
1.735880E-01        -6.878429E-06        9.896733E-07        
1.734320E-01        -6.846664E-06        9.851075E-07        
1.732762E-01        -6.815032E-06        9.805598E-07        
1.731206E-01        -6.783531E-06        9.760301E-07        
1.729651E-01        -6.752161E-06        9.715184E-07        
1.728097E-01        -6.720922E-06        9.670246E-07        
1.726544E-01        -6.689814E-06        9.625487E-07        
1.724993E-01        -6.658836E-06        9.580905E-07        
1.723444E-01        -6.627987E-06        9.536501E-07        
1.721896E-01        -6.597267E-06        9.492274E-07        
1.720349E-01        -6.566675E-06        9.448222E-07        
1.718803E-01        -6.536211E-06        9.404347E-07        
1.717259E-01        -6.505875E-06        9.360646E-07        
1.715717E-01        -6.475666E-06        9.317120E-07        
1.714176E-01        -6.445584E-06        9.273768E-07        
1.712636E-01        -6.415627E-06        9.230589E-07        
1.711097E-01        -6.385796E-06        9.187583E-07        
1.709560E-01        -6.356090E-06        9.144749E-07        
1.708024E-01        -6.326509E-06        9.102087E-07        
1.706490E-01        -6.297052E-06        9.059595E-07        
1.704957E-01        -6.267719E-06        9.017274E-07        
1.703425E-01        -6.238509E-06        8.975123E-07        
1.701895E-01        -6.209422E-06        8.933141E-07        
1.700366E-01        -6.180457E-06        8.891328E-07        
1.698839E-01        -6.151615E-06        8.849683E-07        
1.697313E-01        -6.122893E-06        8.808205E-07        
1.695788E-01        -6.094293E-06        8.766895E-07        
1.694265E-01        -6.065813E-06        8.725751E-07        
1.692743E-01        -6.037453E-06        8.684773E-07        
1.691222E-01        -6.009213E-06        8.643961E-07        
1.689703E-01        -5.981091E-06        8.603313E-07        
1.688185E-01        -5.953089E-06        8.562830E-07        
1.686669E-01        -5.925205E-06        8.522510E-07        
1.685153E-01        -5.897439E-06        8.482353E-07        
1.683640E-01        -5.869790E-06        8.442359E-07        
1.682127E-01        -5.842258E-06        8.402527E-07        
1.680616E-01        -5.814842E-06        8.362857E-07        
1.679106E-01        -5.787543E-06        8.323348E-07        
1.677598E-01        -5.760359E-06        8.283999E-07        
1.676091E-01        -5.733290E-06        8.244809E-07        
1.674585E-01        -5.706336E-06        8.205780E-07        
1.673081E-01        -5.679497E-06        8.166909E-07        
1.671578E-01        -5.652771E-06        8.128196E-07        
1.670076E-01        -5.626159E-06        8.089641E-07        
1.668576E-01        -5.599660E-06        8.051244E-07        
1.667077E-01        -5.573273E-06        8.013003E-07        
1.665580E-01        -5.546998E-06        7.974918E-07        
1.664083E-01        -5.520836E-06        7.936989E-07        
1.662589E-01        -5.494784E-06        7.899215E-07        
1.661095E-01        -5.468844E-06        7.861595E-07        
1.659603E-01        -5.443013E-06        7.824129E-07        
1.658112E-01        -5.417293E-06        7.786817E-07        
1.656622E-01        -5.391683E-06        7.749658E-07        
1.655134E-01        -5.366182E-06        7.712652E-07        
1.653647E-01        -5.340789E-06        7.675797E-07        
1.652162E-01        -5.315505E-06        7.639094E-07        
1.650678E-01        -5.290329E-06        7.602542E-07        
1.649195E-01        -5.265261E-06        7.566140E-07        
1.647714E-01        -5.240300E-06        7.529888E-07        
1.646233E-01        -5.215445E-06        7.493786E-07        
1.644754E-01        -5.190697E-06        7.457832E-07        
1.643277E-01        -5.166055E-06        7.422027E-07        
1.641801E-01        -5.141518E-06        7.386369E-07        
1.640326E-01        -5.117086E-06        7.350859E-07        
1.638852E-01        -5.092759E-06        7.315496E-07        
1.637380E-01        -5.068537E-06        7.280279E-07        
1.635909E-01        -5.044418E-06        7.245207E-07        
1.634440E-01        -5.020403E-06        7.210282E-07        
1.632972E-01        -4.996491E-06        7.175501E-07        
1.631505E-01        -4.972681E-06        7.140864E-07        
1.630039E-01        -4.948975E-06        7.106371E-07        
1.628575E-01        -4.925370E-06        7.072022E-07        
1.627112E-01        -4.901866E-06        7.037815E-07        
1.625650E-01        -4.878464E-06        7.003751E-07        
1.624190E-01        -4.855162E-06        6.969828E-07        
1.622731E-01        -4.831961E-06        6.936047E-07        
1.621273E-01        -4.808860E-06        6.902407E-07        
1.619817E-01        -4.785859E-06        6.868907E-07        
1.618361E-01        -4.762956E-06        6.835547E-07        
1.616908E-01        -4.740153E-06        6.802327E-07        
1.615455E-01        -4.717448E-06        6.769245E-07        
1.614004E-01        -4.694841E-06        6.736302E-07        
1.612554E-01        -4.672332E-06        6.703497E-07        
1.611105E-01        -4.649921E-06        6.670830E-07        
1.609658E-01        -4.627606E-06        6.638299E-07        
1.608212E-01        -4.605388E-06        6.605905E-07        
1.606768E-01        -4.583266E-06        6.573647E-07        
1.605324E-01        -4.561240E-06        6.541525E-07        
1.603882E-01        -4.539309E-06        6.509537E-07        
1.602441E-01        -4.517474E-06        6.477685E-07        
1.601002E-01        -4.495733E-06        6.445966E-07        
1.599564E-01        -4.474087E-06        6.414381E-07        
1.598127E-01        -4.452534E-06        6.382930E-07        
1.596691E-01        -4.431076E-06        6.351611E-07        
1.595257E-01        -4.409710E-06        6.320425E-07        
1.593824E-01        -4.388438E-06        6.289370E-07        
1.592392E-01        -4.367258E-06        6.258447E-07        
1.590961E-01        -4.346170E-06        6.227655E-07        
1.589532E-01        -4.325174E-06        6.196993E-07        
1.588104E-01        -4.304270E-06        6.166461E-07        
1.586678E-01        -4.283457E-06        6.136059E-07        
1.585252E-01        -4.262734E-06        6.105785E-07        
1.583828E-01        -4.242102E-06        6.075641E-07        
1.582406E-01        -4.221560E-06        6.045624E-07        
1.580984E-01        -4.201108E-06        6.015736E-07        
1.579564E-01        -4.180745E-06        5.985974E-07        
1.578145E-01        -4.160471E-06        5.956340E-07        
1.576727E-01        -4.140286E-06        5.926832E-07        
1.575311E-01        -4.120189E-06        5.897449E-07        
1.573896E-01        -4.100181E-06        5.868192E-07        
1.572482E-01        -4.080260E-06        5.839061E-07        
1.571069E-01        -4.060426E-06        5.810054E-07        
1.569658E-01        -4.040679E-06        5.781170E-07        
1.568248E-01        -4.021019E-06        5.752411E-07        
1.566839E-01        -4.001445E-06        5.723775E-07        
1.565432E-01        -3.981957E-06        5.695262E-07        
1.564025E-01        -3.962554E-06        5.666871E-07        
1.562620E-01        -3.943237E-06        5.638602E-07        
1.561217E-01        -3.924005E-06        5.610455E-07        
1.559814E-01        -3.904857E-06        5.582429E-07        
1.558413E-01        -3.885794E-06        5.554523E-07        
1.557013E-01        -3.866815E-06        5.526738E-07        
1.555614E-01        -3.847919E-06        5.499072E-07        
1.554217E-01        -3.829107E-06        5.471526E-07        
1.552821E-01        -3.810377E-06        5.444099E-07        
1.551426E-01        -3.791730E-06        5.416790E-07        
1.550032E-01        -3.773166E-06        5.389600E-07        
1.548640E-01        -3.754683E-06        5.362527E-07        
1.547249E-01        -3.736282E-06        5.335571E-07        
1.545859E-01        -3.717963E-06        5.308732E-07        
1.544470E-01        -3.699724E-06        5.282009E-07        
1.543082E-01        -3.681567E-06        5.255403E-07        
1.541696E-01        -3.663489E-06        5.228912E-07        
1.540311E-01        -3.645492E-06        5.202536E-07        
1.538928E-01        -3.627574E-06        5.176275E-07        
1.537545E-01        -3.609736E-06        5.150128E-07        
1.536164E-01        -3.591977E-06        5.124095E-07        
1.534784E-01        -3.574297E-06        5.098176E-07        
1.533405E-01        -3.556695E-06        5.072370E-07        
1.532028E-01        -3.539172E-06        5.046676E-07        
1.530652E-01        -3.521726E-06        5.021095E-07        
1.529277E-01        -3.504358E-06        4.995625E-07        
1.527903E-01        -3.487067E-06        4.970267E-07        
1.526530E-01        -3.469854E-06        4.945020E-07        
1.525159E-01        -3.452716E-06        4.919884E-07        
1.523789E-01        -3.435656E-06        4.894858E-07        
1.522420E-01        -3.418671E-06        4.869942E-07        
1.521052E-01        -3.401762E-06        4.845135E-07        
1.519686E-01        -3.384928E-06        4.820437E-07        
1.518321E-01        -3.368170E-06        4.795848E-07        
1.516957E-01        -3.351486E-06        4.771367E-07        
1.515594E-01        -3.334877E-06        4.746994E-07        
1.514233E-01        -3.318342E-06        4.722728E-07        
1.512873E-01        -3.301881E-06        4.698569E-07        
1.511514E-01        -3.285494E-06        4.674518E-07        
1.510156E-01        -3.269180E-06        4.650572E-07        
1.508799E-01        -3.252940E-06        4.626732E-07        
1.507444E-01        -3.236772E-06        4.602998E-07        
1.506090E-01        -3.220676E-06        4.579369E-07        
1.504737E-01        -3.204653E-06        4.555844E-07        
1.503385E-01        -3.188702E-06        4.532424E-07        
1.502034E-01        -3.172822E-06        4.509108E-07        
1.500685E-01        -3.157014E-06        4.485896E-07        
1.499337E-01        -3.141276E-06        4.462786E-07        
1.497990E-01        -3.125610E-06        4.439780E-07        
1.496644E-01        -3.110014E-06        4.416876E-07        
1.495300E-01        -3.094488E-06        4.394073E-07        
1.493957E-01        -3.079032E-06        4.371373E-07        
1.492615E-01        -3.063645E-06        4.348774E-07        
1.491274E-01        -3.048328E-06        4.326276E-07        
1.489934E-01        -3.033081E-06        4.303878E-07        
1.488596E-01        -3.017902E-06        4.281580E-07        
1.487259E-01        -3.002791E-06        4.259383E-07        
1.485923E-01        -2.987749E-06        4.237284E-07        
1.484588E-01        -2.972774E-06        4.215285E-07        
1.483254E-01        -2.957868E-06        4.193385E-07        
1.481922E-01        -2.943029E-06        4.171582E-07        
1.480590E-01        -2.928257E-06        4.149878E-07        
1.479260E-01        -2.913552E-06        4.128271E-07        
1.477932E-01        -2.898913E-06        4.106762E-07        
1.476604E-01        -2.884341E-06        4.085349E-07        
1.475277E-01        -2.869835E-06        4.064033E-07        
1.473952E-01        -2.855395E-06        4.042813E-07        
1.472628E-01        -2.841020E-06        4.021689E-07        
1.471305E-01        -2.826710E-06        4.000660E-07        
1.469983E-01        -2.812466E-06        3.979726E-07        
1.468663E-01        -2.798286E-06        3.958887E-07        
1.467344E-01        -2.784171E-06        3.938142E-07        
1.466026E-01        -2.770120E-06        3.917491E-07        
1.464709E-01        -2.756133E-06        3.896934E-07        
1.463393E-01        -2.742210E-06        3.876470E-07        
1.462078E-01        -2.728351E-06        3.856100E-07        
1.460765E-01        -2.714554E-06        3.835821E-07        
1.459453E-01        -2.700820E-06        3.815635E-07        
1.458142E-01        -2.687149E-06        3.795541E-07        
1.456832E-01        -2.673541E-06        3.775538E-07        
1.455523E-01        -2.659995E-06        3.755626E-07        
1.454215E-01        -2.646510E-06        3.735806E-07        
1.452909E-01        -2.633087E-06        3.716076E-07        
1.451604E-01        -2.619726E-06        3.696435E-07        
1.450300E-01        -2.606426E-06        3.676885E-07        
1.448997E-01        -2.593187E-06        3.657424E-07        
1.447695E-01        -2.580008E-06        3.638053E-07        
1.446395E-01        -2.566890E-06        3.618770E-07        
1.445096E-01        -2.553832E-06        3.599575E-07        
1.443797E-01        -2.540834E-06        3.580469E-07        
1.442500E-01        -2.527896E-06        3.561450E-07        
1.441205E-01        -2.515017E-06        3.542519E-07        
1.439910E-01        -2.502197E-06        3.523675E-07        
1.438617E-01        -2.489437E-06        3.504918E-07        
1.437324E-01        -2.476735E-06        3.486247E-07        
1.436033E-01        -2.464091E-06        3.467662E-07        
1.434743E-01        -2.451506E-06        3.449163E-07        
1.433454E-01        -2.438979E-06        3.430750E-07        
1.432166E-01        -2.426509E-06        3.412421E-07        
1.430880E-01        -2.414097E-06        3.394177E-07        
1.429595E-01        -2.401742E-06        3.376018E-07        
1.428310E-01        -2.389445E-06        3.357943E-07        
1.427027E-01        -2.377204E-06        3.339952E-07        
1.425745E-01        -2.365019E-06        3.322044E-07        
1.424465E-01        -2.352891E-06        3.304219E-07        
1.423185E-01        -2.340820E-06        3.286478E-07        
1.421906E-01        -2.328804E-06        3.268818E-07        
1.420629E-01        -2.316843E-06        3.251241E-07        
1.419353E-01        -2.304939E-06        3.233746E-07        
1.418078E-01        -2.293089E-06        3.216332E-07        
1.416804E-01        -2.281294E-06        3.199000E-07        
1.415531E-01        -2.269554E-06        3.181749E-07        
1.414260E-01        -2.257869E-06        3.164578E-07        
1.412989E-01        -2.246238E-06        3.147487E-07        
1.411720E-01        -2.234661E-06        3.130477E-07        
1.410452E-01        -2.223137E-06        3.113546E-07        
1.409185E-01        -2.211668E-06        3.096694E-07        
1.407919E-01        -2.200251E-06        3.079922E-07        
1.406654E-01        -2.188888E-06        3.063228E-07        
1.405390E-01        -2.177578E-06        3.046613E-07        
1.404128E-01        -2.166321E-06        3.030076E-07        
1.402867E-01        -2.155116E-06        3.013616E-07        
1.401606E-01        -2.143964E-06        2.997234E-07        
1.400347E-01        -2.132863E-06        2.980930E-07        
1.399089E-01        -2.121814E-06        2.964702E-07        
1.397833E-01        -2.110818E-06        2.948551E-07        
1.396577E-01        -2.099872E-06        2.932476E-07        
1.395322E-01        -2.088978E-06        2.916477E-07        
1.394069E-01        -2.078134E-06        2.900554E-07        
1.392817E-01        -2.067342E-06        2.884707E-07        
1.391565E-01        -2.056600E-06        2.868934E-07        
1.390315E-01        -2.045908E-06        2.853236E-07        
1.389066E-01        -2.035267E-06        2.837613E-07        
1.387819E-01        -2.024675E-06        2.822064E-07        
1.386572E-01        -2.014134E-06        2.806589E-07        
1.385326E-01        -2.003642E-06        2.791188E-07        
1.384082E-01        -1.993199E-06        2.775859E-07        
1.382838E-01        -1.982805E-06        2.760604E-07        
1.381596E-01        -1.972460E-06        2.745422E-07        
1.380355E-01        -1.962164E-06        2.730312E-07        
1.379115E-01        -1.951916E-06        2.715274E-07        
1.377876E-01        -1.941717E-06        2.700309E-07        
1.376638E-01        -1.931566E-06        2.685415E-07        
1.375402E-01        -1.921462E-06        2.670592E-07        
1.374166E-01        -1.911407E-06        2.655840E-07        
1.372932E-01        -1.901399E-06        2.641159E-07        
1.371699E-01        -1.891438E-06        2.626548E-07        
1.370466E-01        -1.881524E-06        2.612008E-07        
1.369235E-01        -1.871657E-06        2.597537E-07        
1.368005E-01        -1.861837E-06        2.583136E-07        
1.366776E-01        -1.852063E-06        2.568805E-07        
1.365548E-01        -1.842336E-06        2.554542E-07        
1.364322E-01        -1.832655E-06        2.540348E-07        
1.363096E-01        -1.823019E-06        2.526223E-07        
1.361872E-01        -1.813430E-06        2.512166E-07        
1.360648E-01        -1.803886E-06        2.498177E-07        
1.359426E-01        -1.794387E-06        2.484256E-07        
1.358205E-01        -1.784933E-06        2.470402E-07        
1.356985E-01        -1.775525E-06        2.456615E-07        
1.355766E-01        -1.766161E-06        2.442895E-07        
1.354548E-01        -1.756841E-06        2.429242E-07        
1.353331E-01        -1.747567E-06        2.415655E-07        
1.352115E-01        -1.738336E-06        2.402134E-07        
1.350901E-01        -1.729149E-06        2.388679E-07        
1.349687E-01        -1.720006E-06        2.375289E-07        
1.348475E-01        -1.710907E-06        2.361964E-07        
1.347263E-01        -1.701851E-06        2.348705E-07        
1.346053E-01        -1.692838E-06        2.335510E-07        
1.344844E-01        -1.683869E-06        2.322380E-07        
1.343636E-01        -1.674942E-06        2.309314E-07        
1.342429E-01        -1.666059E-06        2.296312E-07        
1.341223E-01        -1.657217E-06        2.283373E-07        
1.340018E-01        -1.648418E-06        2.270498E-07        
1.338814E-01        -1.639661E-06        2.257686E-07        
1.337612E-01        -1.630947E-06        2.244937E-07        
1.336410E-01        -1.622274E-06        2.232250E-07        
1.335209E-01        -1.613642E-06        2.219626E-07        
1.334010E-01        -1.605052E-06        2.207064E-07        
1.332812E-01        -1.596504E-06        2.194564E-07        
1.331614E-01        -1.587996E-06        2.182126E-07        
1.330418E-01        -1.579530E-06        2.169749E-07        
1.329223E-01        -1.571104E-06        2.157432E-07        
1.328029E-01        -1.562718E-06        2.145177E-07        
1.326836E-01        -1.554373E-06        2.132983E-07        
1.325644E-01        -1.546069E-06        2.120848E-07        
1.324453E-01        -1.537804E-06        2.108774E-07        
1.323263E-01        -1.529579E-06        2.096760E-07        
1.322075E-01        -1.521394E-06        2.084805E-07        
1.320887E-01        -1.513249E-06        2.072909E-07        
1.319700E-01        -1.505143E-06        2.061073E-07        
1.318515E-01        -1.497076E-06        2.049296E-07        
1.317331E-01        -1.489048E-06        2.037577E-07        
1.316147E-01        -1.481059E-06        2.025916E-07        
1.314965E-01        -1.473109E-06        2.014314E-07        
1.313784E-01        -1.465197E-06        2.002769E-07        
1.312603E-01        -1.457324E-06        1.991282E-07        
1.311424E-01        -1.449488E-06        1.979853E-07        
1.310246E-01        -1.441691E-06        1.968480E-07        
1.309069E-01        -1.433932E-06        1.957165E-07        
1.307893E-01        -1.426210E-06        1.945906E-07        
1.306718E-01        -1.418526E-06        1.934704E-07        
1.305544E-01        -1.410879E-06        1.923557E-07        
1.304372E-01        -1.403270E-06        1.912467E-07        
1.303200E-01        -1.395697E-06        1.901433E-07        
1.302029E-01        -1.388162E-06        1.890454E-07        
1.300860E-01        -1.380663E-06        1.879530E-07        
1.299691E-01        -1.373201E-06        1.868661E-07        
1.298524E-01        -1.365775E-06        1.857847E-07        
1.297357E-01        -1.358386E-06        1.847088E-07        
1.296192E-01        -1.351032E-06        1.836383E-07        
1.295027E-01        -1.343715E-06        1.825732E-07        
1.293864E-01        -1.336433E-06        1.815135E-07        
1.292702E-01        -1.329187E-06        1.804592E-07        
1.291540E-01        -1.321976E-06        1.794102E-07        
1.290380E-01        -1.314801E-06        1.783665E-07        
1.289221E-01        -1.307661E-06        1.773281E-07        
1.288063E-01        -1.300556E-06        1.762950E-07        
1.286906E-01        -1.293485E-06        1.752671E-07        
1.285750E-01        -1.286450E-06        1.742445E-07        
1.284595E-01        -1.279449E-06        1.732270E-07        
1.283441E-01        -1.272482E-06        1.722148E-07        
1.282288E-01        -1.265550E-06        1.712077E-07        
1.281136E-01        -1.258652E-06        1.702058E-07        
1.279985E-01        -1.251787E-06        1.692089E-07        
1.278835E-01        -1.244957E-06        1.682172E-07        
1.277686E-01        -1.238160E-06        1.672305E-07        
1.276539E-01        -1.231397E-06        1.662489E-07        
1.275392E-01        -1.224667E-06        1.652723E-07        
1.274246E-01        -1.217970E-06        1.643008E-07        
1.273101E-01        -1.211306E-06        1.633342E-07        
1.271958E-01        -1.204676E-06        1.623726E-07        
1.270815E-01        -1.198078E-06        1.614159E-07        
1.269674E-01        -1.191512E-06        1.604641E-07        
1.268533E-01        -1.184980E-06        1.595173E-07        
1.267393E-01        -1.178479E-06        1.585753E-07        
1.266255E-01        -1.172011E-06        1.576382E-07        
1.265117E-01        -1.165575E-06        1.567059E-07        
1.263981E-01        -1.159170E-06        1.557784E-07        
1.262846E-01        -1.152798E-06        1.548558E-07        
1.261711E-01        -1.146457E-06        1.539379E-07        
1.260578E-01        -1.140148E-06        1.530247E-07        
1.259445E-01        -1.133870E-06        1.521163E-07        
1.258314E-01        -1.127623E-06        1.512126E-07        
1.257184E-01        -1.121407E-06        1.503136E-07        
1.256054E-01        -1.115222E-06        1.494193E-07        
1.254926E-01        -1.109068E-06        1.485296E-07        
1.253799E-01        -1.102945E-06        1.476446E-07        
1.252672E-01        -1.096852E-06        1.467641E-07        
1.251547E-01        -1.090790E-06        1.458883E-07        
1.250423E-01        -1.084758E-06        1.450170E-07        
1.249299E-01        -1.078756E-06        1.441503E-07        
1.248177E-01        -1.072784E-06        1.432881E-07        
1.247056E-01        -1.066842E-06        1.424304E-07        
1.245936E-01        -1.060930E-06        1.415772E-07        
1.244816E-01        -1.055047E-06        1.407285E-07        
1.243698E-01        -1.049194E-06        1.398842E-07        
1.242581E-01        -1.043370E-06        1.390444E-07        
1.241465E-01        -1.037575E-06        1.382089E-07        
1.240349E-01        -1.031809E-06        1.373779E-07        
1.239235E-01        -1.026072E-06        1.365512E-07        
1.238122E-01        -1.020365E-06        1.357289E-07        
1.237010E-01        -1.014685E-06        1.349109E-07        
1.235899E-01        -1.009035E-06        1.340972E-07        
1.234788E-01        -1.003412E-06        1.332878E-07        
1.233679E-01        -9.978184E-07        1.324827E-07        
1.232571E-01        -9.922527E-07        1.316819E-07        
1.231464E-01        -9.867149E-07        1.308853E-07        
1.230357E-01        -9.812051E-07        1.300929E-07        
1.229252E-01        -9.757231E-07        1.293047E-07        
1.228148E-01        -9.702688E-07        1.285207E-07        
1.227045E-01        -9.648420E-07        1.277408E-07        
1.225942E-01        -9.594426E-07        1.269651E-07        
1.224841E-01        -9.540705E-07        1.261936E-07        
1.223741E-01        -9.487256E-07        1.254261E-07        
1.222641E-01        -9.434078E-07        1.246627E-07        
1.221543E-01        -9.381168E-07        1.239034E-07        
1.220446E-01        -9.328527E-07        1.231481E-07        
1.219349E-01        -9.276153E-07        1.223969E-07        
1.218254E-01        -9.224045E-07        1.216497E-07        
1.217160E-01        -9.172201E-07        1.209065E-07        
1.216066E-01        -9.120620E-07        1.201672E-07        
1.214974E-01        -9.069302E-07        1.194320E-07        
1.213882E-01        -9.018244E-07        1.187006E-07        
1.212792E-01        -8.967446E-07        1.179732E-07        
1.211703E-01        -8.916907E-07        1.172497E-07        
1.210614E-01        -8.866625E-07        1.165301E-07        
1.209527E-01        -8.816599E-07        1.158144E-07        
1.208440E-01        -8.766828E-07        1.151025E-07        
1.207354E-01        -8.717311E-07        1.143944E-07        
1.206270E-01        -8.668047E-07        1.136902E-07        
1.205186E-01        -8.619035E-07        1.129898E-07        
1.204104E-01        -8.570273E-07        1.122931E-07        
1.203022E-01        -8.521760E-07        1.116002E-07        
1.201941E-01        -8.473495E-07        1.109111E-07        
1.200862E-01        -8.425478E-07        1.102257E-07        
1.199783E-01        -8.377706E-07        1.095440E-07        
1.198705E-01        -8.330179E-07        1.088661E-07        
1.197628E-01        -8.282896E-07        1.081918E-07        
1.196552E-01        -8.235855E-07        1.075211E-07        
1.195477E-01        -8.189056E-07        1.068541E-07        
1.194404E-01        -8.142497E-07        1.061908E-07        
1.193331E-01        -8.096177E-07        1.055310E-07        
1.192259E-01        -8.050096E-07        1.048749E-07        
1.191188E-01        -8.004251E-07        1.042223E-07        
1.190118E-01        -7.958643E-07        1.035733E-07        
1.189048E-01        -7.913269E-07        1.029279E-07        
1.187980E-01        -7.868130E-07        1.022860E-07        
1.186913E-01        -7.823223E-07        1.016475E-07        
1.185847E-01        -7.778547E-07        1.010126E-07        
1.184782E-01        -7.734102E-07        1.003812E-07        
1.183717E-01        -7.689887E-07        9.975326E-08        
1.182654E-01        -7.645900E-07        9.912875E-08        
1.181592E-01        -7.602141E-07        9.850767E-08        
1.180530E-01        -7.558608E-07        9.789002E-08        
1.179470E-01        -7.515301E-07        9.727576E-08        
1.178410E-01        -7.472217E-07        9.666489E-08        
1.177351E-01        -7.429357E-07        9.605740E-08        
1.176294E-01        -7.386719E-07        9.545325E-08        
1.175237E-01        -7.344303E-07        9.485245E-08        
1.174181E-01        -7.302107E-07        9.425497E-08        
1.173127E-01        -7.260129E-07        9.366080E-08        
1.172073E-01        -7.218370E-07        9.306991E-08        
1.171020E-01        -7.176828E-07        9.248231E-08        
1.169968E-01        -7.135502E-07        9.189797E-08        
1.168917E-01        -7.094392E-07        9.131687E-08        
1.167867E-01        -7.053495E-07        9.073900E-08        
1.166818E-01        -7.012812E-07        9.016435E-08        
1.165770E-01        -6.972341E-07        8.959290E-08        
1.164722E-01        -6.932081E-07        8.902463E-08        
1.163676E-01        -6.892031E-07        8.845954E-08        
1.162631E-01        -6.852190E-07        8.789759E-08        
1.161586E-01        -6.812557E-07        8.733879E-08        
1.160543E-01        -6.773132E-07        8.678311E-08        
1.159500E-01        -6.733913E-07        8.623055E-08        
1.158459E-01        -6.694900E-07        8.568108E-08        
1.157418E-01        -6.656091E-07        8.513469E-08        
1.156378E-01        -6.617485E-07        8.459136E-08        
1.155340E-01        -6.579081E-07        8.405109E-08        
1.154302E-01        -6.540880E-07        8.351385E-08        
1.153265E-01        -6.502878E-07        8.297963E-08        
1.152229E-01        -6.465077E-07        8.244843E-08        
1.151194E-01        -6.427474E-07        8.192021E-08        
1.150160E-01        -6.390069E-07        8.139498E-08        
1.149126E-01        -6.352861E-07        8.087271E-08        
1.148094E-01        -6.315848E-07        8.035339E-08        
1.147063E-01        -6.279031E-07        7.983701E-08        
1.146032E-01        -6.242408E-07        7.932355E-08        
1.145003E-01        -6.205978E-07        7.881299E-08        
1.143974E-01        -6.169740E-07        7.830533E-08        
1.142947E-01        -6.133693E-07        7.780056E-08        
1.141920E-01        -6.097837E-07        7.729864E-08        
