# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      
2.513450E+01        -1.011017E+02        9.006814E+00        
2.511192E+01        -1.008295E+02        8.982562E+00        
2.508936E+01        -1.005579E+02        8.958376E+00        
2.506682E+01        -1.002871E+02        8.934254E+00        
2.504431E+01        -1.000170E+02        8.910198E+00        
2.502181E+01        -9.974762E+01        8.886206E+00        
2.499933E+01        -9.947898E+01        8.862279E+00        
2.497687E+01        -9.921106E+01        8.838416E+00        
2.495444E+01        -9.894386E+01        8.814618E+00        
2.493202E+01        -9.867739E+01        8.790883E+00        
2.490962E+01        -9.841163E+01        8.767213E+00        
2.488725E+01        -9.814659E+01        8.743606E+00        
2.486489E+01        -9.788226E+01        8.720063E+00        
2.484255E+01        -9.761864E+01        8.696583E+00        
2.482024E+01        -9.735573E+01        8.673167E+00        
2.479794E+01        -9.709353E+01        8.649813E+00        
2.477566E+01        -9.683204E+01        8.626523E+00        
2.475341E+01        -9.657125E+01        8.603295E+00        
2.473117E+01        -9.631116E+01        8.580129E+00        
2.470895E+01        -9.605177E+01        8.557026E+00        
2.468676E+01        -9.579308E+01        8.533986E+00        
2.466458E+01        -9.553509E+01        8.511007E+00        
2.464242E+01        -9.527779E+01        8.488090E+00        
2.462029E+01        -9.502119E+01        8.465235E+00        
2.459817E+01        -9.476528E+01        8.442441E+00        
2.457607E+01        -9.451005E+01        8.419709E+00        
2.455400E+01        -9.425552E+01        8.397038E+00        
2.453194E+01        -9.400166E+01        8.374428E+00        
2.450990E+01        -9.374850E+01        8.351879E+00        
2.448789E+01        -9.349601E+01        8.329390E+00        
2.446589E+01        -9.324420E+01        8.306962E+00        
2.444391E+01        -9.299307E+01        8.284595E+00        
2.442195E+01        -9.274262E+01        8.262288E+00        
2.440001E+01        -9.249285E+01        8.240041E+00        
2.437809E+01        -9.224374E+01        8.217853E+00        
2.435619E+01        -9.199531E+01        8.195726E+00        
2.433431E+01        -9.174754E+01        8.173658E+00        
2.431245E+01        -9.150044E+01        8.151649E+00        
2.429061E+01        -9.125401E+01        8.129700E+00        
2.426879E+01        -9.100824E+01        8.107810E+00        
2.424699E+01        -9.076313E+01        8.085979E+00        
2.422521E+01        -9.051869E+01        8.064206E+00        
2.420345E+01        -9.027490E+01        8.042492E+00        
2.418171E+01        -9.003176E+01        8.020837E+00        
2.415998E+01        -8.978929E+01        7.999240E+00        
2.413828E+01        -8.954746E+01        7.977701E+00        
2.411660E+01        -8.930629E+01        7.956220E+00        
2.409493E+01        -8.906576E+01        7.934797E+00        
2.407329E+01        -8.882589E+01        7.913432E+00        
2.405166E+01        -8.858666E+01        7.892124E+00        
2.403006E+01        -8.834807E+01        7.870873E+00        
2.400847E+01        -8.811013E+01        7.849680E+00        
2.398690E+01        -8.787282E+01        7.828544E+00        
2.396535E+01        -8.763616E+01        7.807464E+00        
2.394383E+01        -8.740013E+01        7.786442E+00        
2.392232E+01        -8.716474E+01        7.765476E+00        
2.390083E+01        -8.692998E+01        7.744566E+00        
2.387936E+01        -8.669586E+01        7.723713E+00        
2.385791E+01        -8.646236E+01        7.702916E+00        
2.383647E+01        -8.622950E+01        7.682175E+00        
2.381506E+01        -8.599726E+01        7.661490E+00        
2.379367E+01        -8.576564E+01        7.640861E+00        
2.377229E+01        -8.553465E+01        7.620287E+00        
2.375094E+01        -8.530429E+01        7.599768E+00        
2.372960E+01        -8.507454E+01        7.579305E+00        
2.370829E+01        -8.484541E+01        7.558897E+00        
2.368699E+01        -8.461690E+01        7.538543E+00        
2.366571E+01        -8.438900E+01        7.518245E+00        
2.364445E+01        -8.416172E+01        7.498001E+00        
2.362321E+01        -8.393505E+01        7.477812E+00        
2.360199E+01        -8.370899E+01        7.457677E+00        
2.358079E+01        -8.348354E+01        7.437596E+00        
2.355960E+01        -8.325869E+01        7.417569E+00        
2.353844E+01        -8.303445E+01        7.397597E+00        
2.351730E+01        -8.281082E+01        7.377678E+00        
2.349617E+01        -8.258778E+01        7.357812E+00        
2.347506E+01        -8.236535E+01        7.338001E+00        
2.345397E+01        -8.214352E+01        7.318242E+00        
2.343291E+01        -8.192228E+01        7.298537E+00        
2.341186E+01        -8.170164E+01        7.278885E+00        
2.339082E+01        -8.148160E+01        7.259285E+00        
2.336981E+01        -8.126214E+01        7.239739E+00        
2.334882E+01        -8.104328E+01        7.220245E+00        
2.332784E+01        -8.082501E+01        7.200803E+00        
2.330689E+01        -8.060732E+01        7.181414E+00        
2.328595E+01        -8.039022E+01        7.162078E+00        
2.326503E+01        -8.017371E+01        7.142793E+00        
2.324413E+01        -7.995777E+01        7.123560E+00        
2.322325E+01        -7.974242E+01        7.104379E+00        
2.320239E+01        -7.952765E+01        7.085249E+00        
2.318155E+01        -7.931346E+01        7.066171E+00        
2.316072E+01        -7.909985E+01        7.047145E+00        
2.313992E+01        -7.888681E+01        7.028170E+00        
2.311913E+01        -7.867434E+01        7.009245E+00        
2.309836E+01        -7.846244E+01        6.990372E+00        
2.307761E+01        -7.825112E+01        6.971550E+00        
2.305688E+01        -7.804037E+01        6.952778E+00        
2.303617E+01        -7.783018E+01        6.934056E+00        
2.301548E+01        -7.762056E+01        6.915386E+00        
2.299480E+01        -7.741150E+01        6.896765E+00        
2.297414E+01        -7.720301E+01        6.878195E+00        
2.295351E+01        -7.699508E+01        6.859674E+00        
2.293289E+01        -7.678770E+01        6.841204E+00        
2.291229E+01        -7.658089E+01        6.822783E+00        
2.289170E+01        -7.637463E+01        6.804412E+00        
2.287114E+01        -7.616893E+01        6.786090E+00        
2.285059E+01        -7.596378E+01        6.767817E+00        
2.283007E+01        -7.575919E+01        6.749594E+00        
2.280956E+01        -7.555514E+01        6.731420E+00        
2.278907E+01        -7.535165E+01        6.713295E+00        
2.276860E+01        -7.514870E+01        6.695218E+00        
2.274814E+01        -7.494630E+01        6.677191E+00        
2.272771E+01        -7.474445E+01        6.659211E+00        
2.270729E+01        -7.454314E+01        6.641281E+00        
2.268689E+01        -7.434237E+01        6.623398E+00        
2.266651E+01        -7.414214E+01        6.605564E+00        
2.264615E+01        -7.394245E+01        6.587777E+00        
2.262581E+01        -7.374330E+01        6.570039E+00        
2.260548E+01        -7.354468E+01        6.552348E+00        
2.258518E+01        -7.334660E+01        6.534705E+00        
2.256489E+01        -7.314905E+01        6.517110E+00        
2.254462E+01        -7.295204E+01        6.499561E+00        
2.252436E+01        -7.275555E+01        6.482060E+00        
2.250413E+01        -7.255960E+01        6.464607E+00        
2.248391E+01        -7.236417E+01        6.447200E+00        
2.246372E+01        -7.216927E+01        6.429840E+00        
2.244354E+01        -7.197489E+01        6.412527E+00        
2.242338E+01        -7.178104E+01        6.395260E+00        
2.240323E+01        -7.158770E+01        6.378040E+00        
2.238311E+01        -7.139489E+01        6.360866E+00        
2.236300E+01        -7.120260E+01        6.343739E+00        
2.234291E+01        -7.101083E+01        6.326657E+00        
2.232284E+01        -7.081957E+01        6.309622E+00        
2.230279E+01        -7.062883E+01        6.292633E+00        
2.228275E+01        -7.043860E+01        6.275689E+00        
2.226274E+01        -7.024888E+01        6.258791E+00        
2.224274E+01        -7.005968E+01        6.241938E+00        
2.222276E+01        -6.987098E+01        6.225131E+00        
2.220279E+01        -6.968279E+01        6.208369E+00        
2.218285E+01        -6.949511E+01        6.191652E+00        
2.216292E+01        -6.930793E+01        6.174980E+00        
2.214301E+01        -6.912126E+01        6.158353E+00        
2.212312E+01        -6.893509E+01        6.141771E+00        
2.210325E+01        -6.874943E+01        6.125233E+00        
2.208339E+01        -6.856426E+01        6.108740E+00        
2.206355E+01        -6.837959E+01        6.092292E+00        
2.204373E+01        -6.819542E+01        6.075887E+00        
2.202393E+01        -6.801174E+01        6.059527E+00        
2.200415E+01        -6.782856E+01        6.043211E+00        
2.198438E+01        -6.764587E+01        6.026939E+00        
2.196463E+01        -6.746367E+01        6.010710E+00        
2.194490E+01        -6.728197E+01        5.994526E+00        
2.192519E+01        -6.710075E+01        5.978385E+00        
2.190549E+01        -6.692002E+01        5.962287E+00        
2.188581E+01        -6.673978E+01        5.946233E+00        
2.186615E+01        -6.656003E+01        5.930222E+00        
2.184651E+01        -6.638075E+01        5.914254E+00        
2.182688E+01        -6.620197E+01        5.898329E+00        
2.180728E+01        -6.602366E+01        5.882447E+00        
2.178769E+01        -6.584583E+01        5.866607E+00        
2.176811E+01        -6.566848E+01        5.850811E+00        
2.174856E+01        -6.549161E+01        5.835057E+00        
2.172902E+01        -6.531521E+01        5.819345E+00        
2.170950E+01        -6.513929E+01        5.803676E+00        
2.169000E+01        -6.496385E+01        5.788048E+00        
2.167052E+01        -6.478887E+01        5.772463E+00        
2.165105E+01        -6.461437E+01        5.756920E+00        
2.163160E+01        -6.444034E+01        5.741419E+00        
2.161217E+01        -6.426678E+01        5.725959E+00        
2.159275E+01        -6.409368E+01        5.710541E+00        
2.157336E+01        -6.392105E+01        5.695165E+00        
2.155398E+01        -6.374888E+01        5.679830E+00        
2.153461E+01        -6.357718E+01        5.664536E+00        
2.151527E+01        -6.340594E+01        5.649283E+00        
2.149594E+01        -6.323516E+01        5.634072E+00        
2.147663E+01        -6.306484E+01        5.618901E+00        
2.145734E+01        -6.289498E+01        5.603772E+00        
2.143806E+01        -6.272558E+01        5.588683E+00        
2.141881E+01        -6.255663E+01        5.573634E+00        
2.139956E+01        -6.238814E+01        5.558626E+00        
2.138034E+01        -6.222011E+01        5.543659E+00        
2.136113E+01        -6.205252E+01        5.528732E+00        
2.134195E+01        -6.188539E+01        5.513845E+00        
2.132277E+01        -6.171870E+01        5.498998E+00        
2.130362E+01        -6.155247E+01        5.484191E+00        
2.128448E+01        -6.138668E+01        5.469424E+00        
2.126536E+01        -6.122134E+01        5.454697E+00        
2.124626E+01        -6.105644E+01        5.440010E+00        
2.122717E+01        -6.089199E+01        5.425362E+00        
2.120810E+01        -6.072798E+01        5.410753E+00        
2.118905E+01        -6.056442E+01        5.396184E+00        
2.117002E+01        -6.040129E+01        5.381654E+00        
2.115100E+01        -6.023860E+01        5.367163E+00        
2.113200E+01        -6.007635E+01        5.352711E+00        
2.111302E+01        -5.991454E+01        5.338298E+00        
2.109405E+01        -5.975316E+01        5.323924E+00        
2.107510E+01        -5.959222E+01        5.309588E+00        
2.105617E+01        -5.943171E+01        5.295292E+00        
2.103725E+01        -5.927164E+01        5.281033E+00        
2.101836E+01        -5.911199E+01        5.266813E+00        
2.099948E+01        -5.895278E+01        5.252632E+00        
2.098061E+01        -5.879399E+01        5.238488E+00        
2.096176E+01        -5.863563E+01        5.224383E+00        
2.094293E+01        -5.847770E+01        5.210315E+00        
2.092412E+01        -5.832019E+01        5.196286E+00        
2.090532E+01        -5.816311E+01        5.182294E+00        
2.088654E+01        -5.800645E+01        5.168340E+00        
2.086778E+01        -5.785021E+01        5.154423E+00        
2.084904E+01        -5.769439E+01        5.140544E+00        
