# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           P_int (e^2)          P_int (e^3)          
1.902653E-02        -2.897806E-21        7.180110E-26        
1.900943E-02        -2.819751E-21        6.913178E-26        
1.899236E-02        -2.743738E-21        6.655952E-26        
1.897530E-02        -2.669716E-21        6.408089E-26        
1.895825E-02        -2.597635E-21        6.169256E-26        
1.894122E-02        -2.527445E-21        5.939130E-26        
1.892420E-02        -2.459098E-21        5.717402E-26        
1.890720E-02        -2.392547E-21        5.503773E-26        
1.889022E-02        -2.327746E-21        5.297952E-26        
1.887325E-02        -2.264651E-21        5.099662E-26        
1.885630E-02        -2.203218E-21        4.908633E-26        
1.883936E-02        -2.143405E-21        4.724604E-26        
1.882243E-02        -2.085170E-21        4.547326E-26        
1.880553E-02        -2.028472E-21        4.376557E-26        
1.878863E-02        -1.973273E-21        4.212062E-26        
1.877175E-02        -1.919534E-21        4.053616E-26        
1.875489E-02        -1.867217E-21        3.901002E-26        
1.873804E-02        -1.816287E-21        3.754010E-26        
1.872121E-02        -1.766706E-21        3.612438E-26        
1.870439E-02        -1.718441E-21        3.476091E-26        
1.868759E-02        -1.671458E-21        3.344779E-26        
1.867080E-02        -1.625724E-21        3.218321E-26        
1.865403E-02        -1.581206E-21        3.096542E-26        
1.863727E-02        -1.537873E-21        2.979272E-26        
1.862053E-02        -1.495694E-21        2.866348E-26        
1.860380E-02        -1.454640E-21        2.757613E-26        
1.858709E-02        -1.414682E-21        2.652915E-26        
1.857040E-02        -1.375790E-21        2.552107E-26        
1.855371E-02        -1.337938E-21        2.455048E-26        
1.853705E-02        -1.301099E-21        2.361602E-26        
1.852039E-02        -1.265245E-21        2.271637E-26        
1.850376E-02        -1.230353E-21        2.185026E-26        
1.848713E-02        -1.196396E-21        2.101647E-26        
1.847053E-02        -1.163350E-21        2.021382E-26        
1.845393E-02        -1.131191E-21        1.944118E-26        
1.843736E-02        -1.099897E-21        1.869744E-26        
1.842079E-02        -1.069445E-21        1.798156E-26        
1.840425E-02        -1.039813E-21        1.729250E-26        
1.838771E-02        -1.010979E-21        1.662929E-26        
1.837120E-02        -9.829225E-22        1.599098E-26        
1.835469E-02        -9.556232E-22        1.537665E-26        
1.833820E-02        -9.290612E-22        1.478543E-26        
1.832173E-02        -9.032172E-22        1.421646E-26        
1.830527E-02        -8.780723E-22        1.366892E-26        
1.828883E-02        -8.536082E-22        1.314203E-26        
1.827240E-02        -8.298070E-22        1.263502E-26        
1.825599E-02        -8.066512E-22        1.214717E-26        
1.823959E-02        -7.841239E-22        1.167775E-26        
1.822320E-02        -7.622084E-22        1.122609E-26        
1.820683E-02        -7.408887E-22        1.079154E-26        
1.819047E-02        -7.201490E-22        1.037345E-26        
1.817413E-02        -6.999740E-22        9.971225E-27        
1.815781E-02        -6.803488E-22        9.584270E-27        
1.814150E-02        -6.612588E-22        9.212017E-27        
1.812520E-02        -6.426898E-22        8.853921E-27        
1.810892E-02        -6.246280E-22        8.509456E-27        
1.809265E-02        -6.070600E-22        8.178112E-27        
1.807640E-02        -5.899726E-22        7.859403E-27        
1.806016E-02        -5.733532E-22        7.552856E-27        
1.804394E-02        -5.571891E-22        7.258017E-27        
1.802773E-02        -5.414684E-22        6.974449E-27        
1.801153E-02        -5.261792E-22        6.701730E-27        
1.799535E-02        -5.113100E-22        6.439454E-27        
1.797919E-02        -4.968496E-22        6.187230E-27        
1.796303E-02        -4.827871E-22        5.944681E-27        
1.794690E-02        -4.691118E-22        5.711444E-27        
1.793078E-02        -4.558134E-22        5.487169E-27        
1.791467E-02        -4.428818E-22        5.271520E-27        
1.789858E-02        -4.303072E-22        5.064170E-27        
1.788250E-02        -4.180799E-22        4.864809E-27        
1.786643E-02        -4.061908E-22        4.673134E-27        
1.785038E-02        -3.946306E-22        4.488857E-27        
1.783435E-02        -3.833905E-22        4.311697E-27        
1.781833E-02        -3.724620E-22        4.141385E-27        
1.780232E-02        -3.618366E-22        3.977662E-27        
1.778633E-02        -3.515062E-22        3.820280E-27        
1.777035E-02        -3.414628E-22        3.668997E-27        
1.775439E-02        -3.316986E-22        3.523583E-27        
1.773844E-02        -3.222062E-22        3.383814E-27        
1.772250E-02        -3.129782E-22        3.249476E-27        
1.770658E-02        -3.040073E-22        3.120362E-27        
1.769068E-02        -2.952868E-22        2.996274E-27        
1.767479E-02        -2.868096E-22        2.877020E-27        
1.765891E-02        -2.785694E-22        2.762416E-27        
1.764304E-02        -2.705596E-22        2.652285E-27        
1.762720E-02        -2.627739E-22        2.546455E-27        
1.761136E-02        -2.552063E-22        2.444762E-27        
1.759554E-02        -2.478508E-22        2.347048E-27        
1.757973E-02        -2.407017E-22        2.253160E-27        
1.756394E-02        -2.337533E-22        2.162952E-27        
1.754816E-02        -2.270002E-22        2.076282E-27        
1.753240E-02        -2.204370E-22        1.993015E-27        
1.751665E-02        -2.140585E-22        1.913020E-27        
1.750091E-02        -2.078596E-22        1.836172E-27        
1.748519E-02        -2.018356E-22        1.762348E-27        
1.746949E-02        -1.959815E-22        1.691432E-27        
1.745379E-02        -1.902926E-22        1.623313E-27        
1.743811E-02        -1.847646E-22        1.557881E-27        
1.742245E-02        -1.793929E-22        1.495035E-27        
1.740680E-02        -1.741732E-22        1.434672E-27        
1.739116E-02        -1.691015E-22        1.376698E-27        
1.737554E-02        -1.641735E-22        1.321020E-27        
1.735993E-02        -1.593853E-22        1.267548E-27        
1.734434E-02        -1.547331E-22        1.216198E-27        
1.732875E-02        -1.502131E-22        1.166886E-27        
1.731319E-02        -1.458217E-22        1.119534E-27        
1.729764E-02        -1.415553E-22        1.074065E-27        
1.728210E-02        -1.374104E-22        1.030406E-27        
1.726657E-02        -1.333837E-22        9.884857E-28        
1.725106E-02        -1.294720E-22        9.482374E-28        
1.723556E-02        -1.256719E-22        9.095953E-28        
1.722008E-02        -1.219804E-22        8.724966E-28        
1.720461E-02        -1.183946E-22        8.368810E-28        
1.718916E-02        -1.149114E-22        8.026904E-28        
1.717372E-02        -1.115280E-22        7.698690E-28        
1.715829E-02        -1.082416E-22        7.383631E-28        
1.714287E-02        -1.050496E-22        7.081210E-28        
1.712747E-02        -1.019492E-22        6.790931E-28        
1.711209E-02        -9.893792E-23        6.512316E-28        
1.709672E-02        -9.601329E-23        6.244907E-28        
1.708136E-02        -9.317286E-23        5.988262E-28        
1.706601E-02        -9.041427E-23        5.741956E-28        
1.705068E-02        -8.773524E-23        5.505582E-28        
1.703537E-02        -8.513354E-23        5.278747E-28        
1.702006E-02        -8.260698E-23        5.061074E-28        
1.700477E-02        -8.015346E-23        4.852201E-28        
1.698950E-02        -7.777093E-23        4.651780E-28        
1.697424E-02        -7.545738E-23        4.459474E-28        
1.695899E-02        -7.321088E-23        4.274963E-28        
1.694375E-02        -7.102953E-23        4.097937E-28        
1.692853E-02        -6.891150E-23        3.928098E-28        
1.691333E-02        -6.685500E-23        3.765161E-28        
1.689813E-02        -6.485828E-23        3.608851E-28        
1.688295E-02        -6.291967E-23        3.458903E-28        
1.686779E-02        -6.103751E-23        3.315064E-28        
1.685263E-02        -5.921020E-23        3.177090E-28        
1.683749E-02        -5.743619E-23        3.044748E-28        
1.682237E-02        -5.571397E-23        2.917811E-28        
1.680726E-02        -5.404206E-23        2.796063E-28        
1.679216E-02        -5.241904E-23        2.679297E-28        
1.677707E-02        -5.084351E-23        2.567312E-28        
1.676200E-02        -4.931412E-23        2.459918E-28        
1.674695E-02        -4.782957E-23        2.356929E-28        
1.673190E-02        -4.638856E-23        2.258169E-28        
1.671687E-02        -4.498985E-23        2.163466E-28        
1.670185E-02        -4.363224E-23        2.072659E-28        
1.668685E-02        -4.231456E-23        1.985590E-28        
1.667186E-02        -4.103565E-23        1.902108E-28        
1.665688E-02        -3.979441E-23        1.822069E-28        
1.664192E-02        -3.858976E-23        1.745333E-28        
1.662697E-02        -3.742065E-23        1.671766E-28        
1.661203E-02        -3.628606E-23        1.601241E-28        
1.659711E-02        -3.518500E-23        1.533634E-28        
1.658220E-02        -3.411649E-23        1.468826E-28        
1.656731E-02        -3.307962E-23        1.406705E-28        
1.655242E-02        -3.207345E-23        1.347161E-28        
1.653755E-02        -3.109712E-23        1.290089E-28        
1.652270E-02        -3.014976E-23        1.235389E-28        
1.650786E-02        -2.923052E-23        1.182964E-28        
1.649303E-02        -2.833860E-23        1.132721E-28        
1.647821E-02        -2.747322E-23        1.084571E-28        
1.646341E-02        -2.663359E-23        1.038430E-28        
1.644862E-02        -2.581897E-23        9.942136E-29        
1.643384E-02        -2.502865E-23        9.518445E-29        
1.641908E-02        -2.426190E-23        9.112468E-29        
1.640433E-02        -2.351806E-23        8.723477E-29        
1.638959E-02        -2.279644E-23        8.350778E-29        
1.637487E-02        -2.209641E-23        7.993700E-29        
1.636016E-02        -2.141734E-23        7.651601E-29        
1.634546E-02        -2.075862E-23        7.323867E-29        
1.633078E-02        -2.011964E-23        7.009905E-29        
1.631611E-02        -1.949985E-23        6.709148E-29        
1.630145E-02        -1.889866E-23        6.421052E-29        
1.628681E-02        -1.831555E-23        6.145094E-29        
1.627218E-02        -1.774998E-23        5.880772E-29        
1.625756E-02        -1.720144E-23        5.627607E-29        
1.624296E-02        -1.666943E-23        5.385135E-29        
1.622837E-02        -1.615346E-23        5.152914E-29        
1.621379E-02        -1.565306E-23        4.930520E-29        
1.619922E-02        -1.516778E-23        4.717544E-29        
1.618467E-02        -1.469717E-23        4.513595E-29        
1.617013E-02        -1.424080E-23        4.318299E-29        
1.615561E-02        -1.379825E-23        4.131295E-29        
1.614109E-02        -1.336911E-23        3.952238E-29        
1.612659E-02        -1.295298E-23        3.780797E-29        
1.611211E-02        -1.254949E-23        3.616654E-29        
1.609763E-02        -1.215825E-23        3.459504E-29        
1.608317E-02        -1.177891E-23        3.309056E-29        
1.606872E-02        -1.141111E-23        3.165029E-29        
1.605429E-02        -1.105452E-23        3.027155E-29        
1.603987E-02        -1.070879E-23        2.895175E-29        
1.602546E-02        -1.037360E-23        2.768842E-29        
1.601106E-02        -1.004865E-23        2.647920E-29        
1.599668E-02        -9.733629E-24        2.532181E-29        
1.598231E-02        -9.428239E-24        2.421408E-29        
1.596795E-02        -9.132195E-24        2.315391E-29        
1.595361E-02        -8.845217E-24        2.213930E-29        
1.593928E-02        -8.567037E-24        2.116833E-29        
1.592496E-02        -8.297390E-24        2.023916E-29        
1.591065E-02        -8.036023E-24        1.935002E-29        
1.589636E-02        -7.782686E-24        1.849923E-29        
1.588208E-02        -7.537141E-24        1.768515E-29        
1.586781E-02        -7.299153E-24        1.690625E-29        
1.585356E-02        -7.068495E-24        1.616101E-29        
1.583932E-02        -6.844948E-24        1.544803E-29        
1.582509E-02        -6.628299E-24        1.476593E-29        
1.581087E-02        -6.418339E-24        1.411339E-29        
1.579667E-02        -6.214868E-24        1.348916E-29        
1.578248E-02        -6.017690E-24        1.289204E-29        
1.576830E-02        -5.826616E-24        1.232087E-29        
1.575414E-02        -5.641461E-24        1.177454E-29        
1.573998E-02        -5.462047E-24        1.125199E-29        
1.572584E-02        -5.288200E-24        1.075221E-29        
1.571172E-02        -5.119751E-24        1.027423E-29        
1.569760E-02        -4.956539E-24        9.817111E-30        
1.568350E-02        -4.798403E-24        9.379960E-30        
1.566941E-02        -4.645190E-24        8.961921E-30        
1.565534E-02        -4.496751E-24        8.562176E-30        
1.564127E-02        -4.352941E-24        8.179938E-30        
1.562722E-02        -4.213619E-24        7.814455E-30        
1.561319E-02        -4.078648E-24        7.465007E-30        
1.559916E-02        -3.947896E-24        7.130904E-30        
1.558515E-02        -3.821235E-24        6.811483E-30        
1.557115E-02        -3.698540E-24        6.506113E-30        
1.555716E-02        -3.579689E-24        6.214186E-30        
1.554318E-02        -3.464566E-24        5.935123E-30        
1.552922E-02        -3.353056E-24        5.668365E-30        
1.551527E-02        -3.245049E-24        5.413382E-30        
1.550133E-02        -3.140437E-24        5.169663E-30        
1.548741E-02        -3.039117E-24        4.936720E-30        
1.547349E-02        -2.940988E-24        4.714085E-30        
1.545959E-02        -2.845951E-24        4.501310E-30        
1.544571E-02        -2.753911E-24        4.297968E-30        
1.543183E-02        -2.664777E-24        4.103647E-30        
1.541797E-02        -2.578460E-24        3.917955E-30        
1.540412E-02        -2.494871E-24        3.740515E-30        
1.539028E-02        -2.413927E-24        3.570968E-30        
1.537646E-02        -2.335547E-24        3.408970E-30        
1.536264E-02        -2.259652E-24        3.254189E-30        
1.534884E-02        -2.186163E-24        3.106312E-30        
1.533505E-02        -2.115009E-24        2.965034E-30        
1.532128E-02        -2.046114E-24        2.830069E-30        
1.530752E-02        -1.979411E-24        2.701137E-30        
1.529376E-02        -1.914831E-24        2.577976E-30        
1.528003E-02        -1.852308E-24        2.460330E-30        
1.526630E-02        -1.791777E-24        2.347959E-30        
1.525259E-02        -1.733178E-24        2.240629E-30        
1.523888E-02        -1.676450E-24        2.138118E-30        
1.522519E-02        -1.621535E-24        2.040215E-30        
1.521152E-02        -1.568377E-24        1.946716E-30        
1.519785E-02        -1.516919E-24        1.857426E-30        
1.518420E-02        -1.467111E-24        1.772160E-30        
1.517056E-02        -1.418899E-24        1.690739E-30        
1.515693E-02        -1.372234E-24        1.612993E-30        
1.514332E-02        -1.327068E-24        1.538759E-30        
1.512971E-02        -1.283353E-24        1.467882E-30        
1.511612E-02        -1.241045E-24        1.400212E-30        
1.510254E-02        -1.200099E-24        1.335607E-30        
1.508898E-02        -1.160471E-24        1.273931E-30        
1.507542E-02        -1.122122E-24        1.215053E-30        
1.506188E-02        -1.085010E-24        1.158849E-30        
1.504835E-02        -1.049097E-24        1.105200E-30        
1.503483E-02        -1.014345E-24        1.053990E-30        
1.502132E-02        -9.807171E-25        1.005113E-30        
1.500783E-02        -9.481780E-25        9.584621E-31        
1.499435E-02        -9.166933E-25        9.139391E-31        
1.498088E-02        -8.862297E-25        8.714484E-31        
1.496742E-02        -8.567548E-25        8.308989E-31        
1.495398E-02        -8.282374E-25        7.922035E-31        
1.494054E-02        -8.006472E-25        7.552789E-31        
1.492712E-02        -7.739546E-25        7.200456E-31        
1.491371E-02        -7.481313E-25        6.864274E-31        
1.490031E-02        -7.231495E-25        6.543518E-31        
1.488693E-02        -6.989826E-25        6.237491E-31        
1.487356E-02        -6.756046E-25        5.945529E-31        
1.486020E-02        -6.529904E-25        5.666998E-31        
1.484685E-02        -6.311156E-25        5.401291E-31        
1.483351E-02        -6.099567E-25        5.147827E-31        
1.482018E-02        -5.894907E-25        4.906053E-31        
1.480687E-02        -5.696956E-25        4.675439E-31        
1.479357E-02        -5.505498E-25        4.455480E-31        
1.478028E-02        -5.320327E-25        4.245691E-31        
1.476700E-02        -5.141240E-25        4.045611E-31        
1.475374E-02        -4.968042E-25        3.854799E-31        
1.474048E-02        -4.800545E-25        3.672832E-31        
1.472724E-02        -4.638565E-25        3.499308E-31        
1.471401E-02        -4.481925E-25        3.333843E-31        
1.470079E-02        -4.330453E-25        3.176068E-31        
1.468759E-02        -4.183983E-25        3.025633E-31        
1.467439E-02        -4.042354E-25        2.882201E-31        
1.466121E-02        -3.905409E-25        2.745454E-31        
1.464804E-02        -3.772997E-25        2.615084E-31        
1.463488E-02        -3.644972E-25        2.490800E-31        
1.462174E-02        -3.521191E-25        2.372323E-31        
1.460860E-02        -3.401518E-25        2.259385E-31        
1.459548E-02        -3.285820E-25        2.151733E-31        
1.458237E-02        -3.173967E-25        2.049123E-31        
1.456927E-02        -3.065835E-25        1.951324E-31        
1.455618E-02        -2.961303E-25        1.858113E-31        
1.454310E-02        -2.860254E-25        1.769280E-31        
1.453004E-02        -2.762575E-25        1.684623E-31        
1.451699E-02        -2.668156E-25        1.603947E-31        
1.450395E-02        -2.576891E-25        1.527071E-31        
1.449092E-02        -2.488676E-25        1.453817E-31        
1.447790E-02        -2.403413E-25        1.384017E-31        
1.446489E-02        -2.321005E-25        1.317513E-31        
1.445190E-02        -2.241359E-25        1.254151E-31        
1.443892E-02        -2.164384E-25        1.193785E-31        
1.442595E-02        -2.089993E-25        1.136276E-31        
1.441299E-02        -2.018100E-25        1.081491E-31        
1.440004E-02        -1.948626E-25        1.029303E-31        
1.438710E-02        -1.881489E-25        9.795916E-32        
1.437418E-02        -1.816612E-25        9.322410E-32        
1.436127E-02        -1.753923E-25        8.871410E-32        
1.434837E-02        -1.693348E-25        8.441865E-32        
1.433548E-02        -1.634819E-25        8.032772E-32        
1.432260E-02        -1.578267E-25        7.643174E-32        
1.430973E-02        -1.523627E-25        7.272158E-32        
1.429688E-02        -1.470836E-25        6.918853E-32        
1.428404E-02        -1.419834E-25        6.582428E-32        
1.427120E-02        -1.370561E-25        6.262091E-32        
1.425838E-02        -1.322959E-25        5.957085E-32        
1.424558E-02        -1.276974E-25        5.666689E-32        
1.423278E-02        -1.232551E-25        5.390215E-32        
1.421999E-02        -1.189639E-25        5.127008E-32        
1.420722E-02        -1.148188E-25        4.876441E-32        
1.419446E-02        -1.108149E-25        4.637918E-32        
1.418170E-02        -1.069475E-25        4.410869E-32        
1.416897E-02        -1.032121E-25        4.194753E-32        
1.415624E-02        -9.960426E-26        3.989052E-32        
1.414352E-02        -9.611972E-26        3.793273E-32        
1.413081E-02        -9.275438E-26        3.606944E-32        
1.411812E-02        -8.950425E-26        3.429618E-32        
1.410544E-02        -8.636548E-26        3.260867E-32        
1.409277E-02        -8.333435E-26        3.100283E-32        
1.408011E-02        -8.040724E-26        2.947478E-32        
1.406746E-02        -7.758068E-26        2.802081E-32        
1.405482E-02        -7.485128E-26        2.663740E-32        
1.404220E-02        -7.221579E-26        2.532117E-32        
1.402958E-02        -6.967104E-26        2.406892E-32        
1.401698E-02        -6.721399E-26        2.287759E-32        
1.400439E-02        -6.484168E-26        2.174427E-32        
1.399181E-02        -6.255126E-26        2.066618E-32        
1.397924E-02        -6.033997E-26        1.964067E-32        
1.396668E-02        -5.820513E-26        1.866523E-32        
1.395413E-02        -5.614416E-26        1.773745E-32        
1.394160E-02        -5.415457E-26        1.685503E-32        
1.392907E-02        -5.223393E-26        1.601581E-32        
1.391656E-02        -5.037992E-26        1.521769E-32        
1.390406E-02        -4.859028E-26        1.445871E-32        
1.389157E-02        -4.686282E-26        1.373697E-32        
1.387909E-02        -4.519543E-26        1.305067E-32        
1.386662E-02        -4.358607E-26        1.239811E-32        
1.385417E-02        -4.203277E-26        1.177766E-32        
1.384172E-02        -4.053362E-26        1.118775E-32        
1.382929E-02        -3.908677E-26        1.062692E-32        
1.381686E-02        -3.769044E-26        1.009375E-32        
1.380445E-02        -3.634291E-26        9.586900E-33        
1.379205E-02        -3.504251E-26        9.105094E-33        
1.377966E-02        -3.378763E-26        8.647114E-33        
1.376728E-02        -3.257671E-26        8.211802E-33        
1.375492E-02        -3.140824E-26        7.798054E-33        
1.374256E-02        -3.028078E-26        7.404820E-33        
1.373021E-02        -2.919292E-26        7.031099E-33        
1.371788E-02        -2.814329E-26        6.675939E-33        
1.370556E-02        -2.713058E-26        6.338434E-33        
1.369325E-02        -2.615353E-26        6.017719E-33        
1.368094E-02        -2.521091E-26        5.712975E-33        
1.366865E-02        -2.430152E-26        5.423418E-33        
1.365638E-02        -2.342424E-26        5.148304E-33        
1.364411E-02        -2.257794E-26        4.886924E-33        
1.363185E-02        -2.176155E-26        4.638605E-33        
1.361961E-02        -2.097406E-26        4.402703E-33        
1.360737E-02        -2.021444E-26        4.178609E-33        
1.359515E-02        -1.948175E-26        3.965741E-33        
1.358293E-02        -1.877504E-26        3.763546E-33        
1.357073E-02        -1.809343E-26        3.571497E-33        
1.355854E-02        -1.743602E-26        3.389094E-33        
1.354636E-02        -1.680199E-26        3.215860E-33        
1.353419E-02        -1.619053E-26        3.051341E-33        
1.352204E-02        -1.560084E-26        2.895107E-33        
1.350989E-02        -1.503217E-26        2.746747E-33        
1.349775E-02        -1.448378E-26        2.605870E-33        
1.348563E-02        -1.395498E-26        2.472105E-33        
1.347351E-02        -1.344507E-26        2.345099E-33        
1.346141E-02        -1.295339E-26        2.224516E-33        
1.344932E-02        -1.247931E-26        2.110036E-33        
1.343723E-02        -1.202222E-26        2.001356E-33        
1.342516E-02        -1.158151E-26        1.898186E-33        
1.341310E-02        -1.115661E-26        1.800252E-33        
1.340105E-02        -1.074698E-26        1.707292E-33        
1.338902E-02        -1.035206E-26        1.619057E-33        
1.337699E-02        -9.971348E-27        1.535311E-33        
1.336497E-02        -9.604342E-27        1.455830E-33        
1.335297E-02        -9.250557E-27        1.380400E-33        
1.334097E-02        -8.909530E-27        1.308817E-33        
1.332899E-02        -8.580809E-27        1.240889E-33        
1.331701E-02        -8.263960E-27        1.176431E-33        
1.330505E-02        -7.958565E-27        1.115271E-33        
1.329310E-02        -7.664218E-27        1.057240E-33        
1.328116E-02        -7.380528E-27        1.002183E-33        
1.326923E-02        -7.107118E-27        9.499481E-34        
1.325731E-02        -6.843624E-27        9.003941E-34        
1.324540E-02        -6.589694E-27        8.533853E-34        
1.323350E-02        -6.344987E-27        8.087930E-34        
1.322161E-02        -6.109178E-27        7.664950E-34        
1.320973E-02        -5.881949E-27        7.263751E-34        
1.319787E-02        -5.662994E-27        6.883230E-34        
1.318601E-02        -5.452020E-27        6.522337E-34        
1.317417E-02        -5.248741E-27        6.180076E-34        
1.316233E-02        -5.052883E-27        5.855500E-34        
1.315051E-02        -4.864181E-27        5.547711E-34        
1.313869E-02        -4.682380E-27        5.255853E-34        
1.312689E-02        -4.507232E-27        4.979115E-34        
1.311510E-02        -4.338498E-27        4.716726E-34        
1.310332E-02        -4.175951E-27        4.467953E-34        
1.309155E-02        -4.019367E-27        4.232102E-34        
1.307979E-02        -3.868532E-27        4.008511E-34        
1.306804E-02        -3.723240E-27        3.796554E-34        
1.305630E-02        -3.583292E-27        3.595634E-34        
1.304457E-02        -3.448495E-27        3.405186E-34        
1.303285E-02        -3.318664E-27        3.224672E-34        
1.302114E-02        -3.193619E-27        3.053583E-34        
1.300945E-02        -3.073189E-27        2.891434E-34        
1.299776E-02        -2.957207E-27        2.737765E-34        
1.298608E-02        -2.845511E-27        2.592139E-34        
1.297442E-02        -2.737948E-27        2.454143E-34        
1.296276E-02        -2.634366E-27        2.323382E-34        
1.295112E-02        -2.534622E-27        2.199484E-34        
1.293948E-02        -2.438578E-27        2.082093E-34        
1.292786E-02        -2.346098E-27        1.970874E-34        
1.291625E-02        -2.257053E-27        1.865506E-34        
1.290464E-02        -2.171318E-27        1.765687E-34        
1.289305E-02        -2.088773E-27        1.671129E-34        
1.288147E-02        -2.009302E-27        1.581559E-34        
1.286990E-02        -1.932793E-27        1.496718E-34        
1.285834E-02        -1.859137E-27        1.416360E-34        
1.284678E-02        -1.788231E-27        1.340252E-34        
1.283524E-02        -1.719974E-27        1.268173E-34        
1.282371E-02        -1.654269E-27        1.199912E-34        
1.281219E-02        -1.591023E-27        1.135271E-34        
1.280069E-02        -1.530145E-27        1.074060E-34        
1.278919E-02        -1.471550E-27        1.016100E-34        
1.277770E-02        -1.415153E-27        9.612219E-35        
1.276622E-02        -1.360873E-27        9.092635E-35        
1.275475E-02        -1.308633E-27        8.600720E-35        
1.274329E-02        -1.258357E-27        8.135023E-35        
1.273185E-02        -1.209974E-27        7.694168E-35        
1.272041E-02        -1.163414E-27        7.276851E-35        
1.270898E-02        -1.118608E-27        6.881834E-35        
1.269756E-02        -1.075494E-27        6.507943E-35        
1.268616E-02        -1.034007E-27        6.154066E-35        
1.267476E-02        -9.940890E-28        5.819148E-35        
1.266338E-02        -9.556805E-28        5.502189E-35        
1.265200E-02        -9.187261E-28        5.202239E-35        
1.264063E-02        -8.831718E-28        4.918401E-35        
1.262928E-02        -8.489658E-28        4.649822E-35        
1.261793E-02        -8.160579E-28        4.395694E-35        
1.260660E-02        -7.844000E-28        4.155251E-35        
1.259528E-02        -7.539455E-28        3.927767E-35        
1.258396E-02        -7.246497E-28        3.712555E-35        
1.257266E-02        -6.964693E-28        3.508963E-35        
1.256136E-02        -6.693629E-28        3.316372E-35        
1.255008E-02        -6.432903E-28        3.134198E-35        
1.253880E-02        -6.182130E-28        2.961884E-35        
1.252754E-02        -5.940937E-28        2.798906E-35        
1.251629E-02        -5.708966E-28        2.644766E-35        
1.250504E-02        -5.485872E-28        2.498990E-35        
1.249381E-02        -5.271321E-28        2.361133E-35        
1.248259E-02        -5.064995E-28        2.230770E-35        
1.247137E-02        -4.866583E-28        2.107501E-35        
1.246017E-02        -4.675789E-28        1.990944E-35        
1.244898E-02        -4.492327E-28        1.880741E-35        
1.243779E-02        -4.315920E-28        1.776549E-35        
1.242662E-02        -4.146302E-28        1.678046E-35        
1.241546E-02        -3.983219E-28        1.584925E-35        
1.240430E-02        -3.826422E-28        1.496898E-35        
1.239316E-02        -3.675676E-28        1.413689E-35        
1.238203E-02        -3.530750E-28        1.335039E-35        
1.237091E-02        -3.391426E-28        1.260702E-35        
1.235979E-02        -3.257491E-28        1.190444E-35        
1.234869E-02        -3.128741E-28        1.124046E-35        
1.233760E-02        -3.004979E-28        1.061297E-35        
1.232651E-02        -2.886017E-28        1.002002E-35        
1.231544E-02        -2.771671E-28        9.459716E-36        
1.230438E-02        -2.661766E-28        8.930297E-36        
1.229332E-02        -2.556134E-28        8.430083E-36        
1.228228E-02        -2.454611E-28        7.957488E-36        
1.227125E-02        -2.357041E-28        7.511009E-36        
1.226022E-02        -2.263274E-28        7.089223E-36        
1.224921E-02        -2.173163E-28        6.690785E-36        
1.223821E-02        -2.086570E-28        6.314422E-36        
1.222721E-02        -2.003360E-28        5.958929E-36        
1.221623E-02        -1.923404E-28        5.623165E-36        
1.220525E-02        -1.846576E-28        5.306051E-36        
1.219429E-02        -1.772757E-28        5.006568E-36        
1.218334E-02        -1.701831E-28        4.723748E-36        
1.217239E-02        -1.633688E-28        4.456678E-36        
1.216146E-02        -1.568220E-28        4.204494E-36        
1.215053E-02        -1.505324E-28        3.966378E-36        
1.213962E-02        -1.444902E-28        3.741557E-36        
1.212871E-02        -1.386858E-28        3.529300E-36        
1.211782E-02        -1.331101E-28        3.328914E-36        
1.210693E-02        -1.277542E-28        3.139746E-36        
1.209605E-02        -1.226095E-28        2.961175E-36        
1.208519E-02        -1.176681E-28        2.792618E-36        
1.207433E-02        -1.129219E-28        2.633521E-36        
1.206349E-02        -1.083635E-28        2.483361E-36        
1.205265E-02        -1.039856E-28        2.341642E-36        
1.204182E-02        -9.978106E-29        2.207898E-36        
1.203100E-02        -9.574328E-29        2.081686E-36        
1.202020E-02        -9.186574E-29        1.962587E-36        
1.200940E-02        -8.814221E-29        1.850207E-36        
1.199861E-02        -8.456670E-29        1.744173E-36        
1.198783E-02        -8.113344E-29        1.644130E-36        
1.197706E-02        -7.783688E-29        1.549746E-36        
1.196630E-02        -7.467170E-29        1.460705E-36        
1.195555E-02        -7.163276E-29        1.376708E-36        
1.194481E-02        -6.871512E-29        1.297474E-36        
1.193408E-02        -6.591404E-29        1.222738E-36        
1.192336E-02        -6.322495E-29        1.152246E-36        
1.191265E-02        -6.064348E-29        1.085762E-36        
1.190195E-02        -5.816539E-29        1.023061E-36        
1.189126E-02        -5.578663E-29        9.639308E-37        
1.188058E-02        -5.350329E-29        9.081709E-37        
1.186991E-02        -5.131163E-29        8.555920E-37        
1.185924E-02        -4.920804E-29        8.060152E-37        
1.184859E-02        -4.718904E-29        7.592714E-37        
1.183795E-02        -4.525131E-29        7.152012E-37        
1.182731E-02        -4.339163E-29        6.736537E-37        
1.181669E-02        -4.160693E-29        6.344867E-37        
1.180607E-02        -3.989424E-29        5.975655E-37        
1.179547E-02        -3.825072E-29        5.627634E-37        
1.178487E-02        -3.667362E-29        5.299603E-37        
1.177428E-02        -3.516031E-29        4.990431E-37        
